"lead_id","region","industry","rfm_score","preferences_json","last_updated_at"
"L0004502","EU","Retail","0.778","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""roi"", ""case_studies""]}","2025-07-20T19:26:59"
"L0004503","India","HealthTech","0.527","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""Call""], ""interests"": [""case_studies"", ""pricing"", ""roi""]}","2025-07-28T04:30:51"
"L0004505","US","SaaS","0.539","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""roadmap"", ""pricing""]}","2025-08-09T02:09:56"
"L0004506","EU","E‑commerce","0.868","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""security"", ""pricing"", ""roadmap""]}","2025-07-27T12:43:58"
"L0004507","EU","Media","0.271","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies"", ""roadmap"", ""pricing""]}","2025-08-26T02:42:28"
"L0004508","EU","EdTech","0.228","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""case_studies"", ""roadmap""]}","2025-07-13T08:51:55"
"L0004510","MEA","E‑commerce","0.213","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""SMS""], ""interests"": [""roadmap"", ""roi""]}","2025-08-27T10:08:26"
"L0004512","MEA","EdTech","0.292","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""roadmap"", ""case_studies""]}","2025-07-29T09:19:31"
"L0004513","EU","SaaS","0.83","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""security"", ""integration"", ""roadmap""]}","2025-07-30T19:08:33"
"L0004514","EU","FinTech","0.358","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""SMS""], ""interests"": [""case_studies"", ""security"", ""roi""]}","2025-08-18T04:12:51"
"L0004515","US","E‑commerce","0.234","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration"", ""roadmap""]}","2025-07-06T20:17:26"
"L0004517","India","FinTech","0.841","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""roi"", ""security""]}","2025-08-22T14:25:38"
"L0004518","US","SaaS","0.137","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Social""], ""interests"": [""pricing"", ""roi"", ""roadmap""]}","2025-06-10T22:53:05"
"L0004520","MEA","FinTech","0.434","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Email""], ""interests"": [""case_studies"", ""security""]}","2025-05-27T19:49:23"
"L0004522","LATAM","Manufacturing","0.92","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""integration"", ""pricing""]}","2025-07-06T03:34:36"
"L0004525","US","Manufacturing","0.561","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""roadmap""]}","2025-08-14T20:13:41"
"L0004526","APAC","E‑commerce","0.402","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""pricing"", ""integration""]}","2025-08-12T05:07:13"
"L0004527","MEA","Retail","0.808","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Ads""], ""interests"": [""roi"", ""security""]}","2025-08-19T15:00:20"
"L0004528","APAC","SaaS","0.31","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""security"", ""integration"", ""case_studies""]}","2025-07-24T21:58:37"
"L0004530","LATAM","HealthTech","0.613","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""roi"", ""integration"", ""pricing""]}","2025-07-30T13:25:57"
"L0004531","MEA","EdTech","0.61","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration""]}","2025-08-13T07:45:45"
"L0004532","EU","SaaS","0.254","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""integration""]}","2025-08-27T20:00:26"
"L0004535","US","Retail","0.367","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""security"", ""roadmap""]}","2025-08-22T11:49:47"
"L0004538","US","Retail","0.933","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies""]}","2025-07-13T00:58:32"
"L0004542","India","SaaS","0.757","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""roadmap"", ""roi""]}","2025-07-17T02:26:17"
"L0004544","India","HealthTech","0.132","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""security"", ""roi"", ""case_studies""]}","2025-08-28T02:26:55"
"L0004545","LATAM","HealthTech","0.247","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""integration"", ""case_studies""]}","2025-08-28T20:33:04"
"L0004546","LATAM","E‑commerce","0.071","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Email""], ""interests"": [""case_studies"", ""integration""]}","2025-07-21T09:21:54"
"L0004547","LATAM","SaaS","0.635","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""integration"", ""roadmap""]}","2025-08-21T06:34:54"
"L0004548","US","Retail","0.67","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""roi"", ""security""]}","2025-07-31T22:20:01"
"L0004549","MEA","E‑commerce","0.454","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""pricing"", ""security"", ""roadmap""]}","2025-07-09T18:55:12"
"L0004551","LATAM","Retail","0.313","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""roadmap"", ""pricing""]}","2025-06-25T15:57:27"
"L0004552","India","Retail","0.681","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration""]}","2025-07-08T16:36:58"
"L0004553","APAC","HealthTech","0.302","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies"", ""roi"", ""roadmap""]}","2025-08-04T07:18:50"
"L0004554","MEA","Manufacturing","0.381","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""roadmap"", ""case_studies""]}","2025-06-19T10:10:11"
"L0004555","India","Manufacturing","0.681","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""security""]}","2025-08-05T05:09:29"
"L0004559","LATAM","HealthTech","0.275","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Web""], ""interests"": [""roadmap""]}","2025-08-17T10:52:27"
"L0004561","India","FinTech","0.961","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS""], ""interests"": [""integration"", ""security"", ""roi""]}","2025-08-17T22:27:18"
"L0004562","US","Manufacturing","0.369","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""Call""], ""interests"": [""roadmap"", ""pricing"", ""roi""]}","2025-08-13T04:36:25"
"L0004565","India","EdTech","0.348","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""integration"", ""roi"", ""security""]}","2025-08-24T14:10:43"
"L0004566","LATAM","EdTech","0.488","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""roadmap""]}","2025-08-03T21:59:30"
"L0004567","LATAM","Retail","0.063","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies"", ""roadmap"", ""security""]}","2025-08-10T08:57:59"
"L0004568","MEA","Media","0.647","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""roadmap"", ""case_studies""]}","2025-08-26T04:57:33"
"L0004569","MEA","SaaS","0.797","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""security"", ""roadmap""]}","2025-08-16T02:10:07"
"L0004571","LATAM","Retail","0.197","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Call""], ""interests"": [""integration"", ""security"", ""roi""]}","2025-07-25T07:38:46"
"L0004572","US","E‑commerce","0.674","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS""], ""interests"": [""integration""]}","2025-08-18T00:12:14"
"L0004573","India","Manufacturing","0.897","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""pricing"", ""integration"", ""roi""]}","2025-07-27T17:22:23"
"L0004574","US","FinTech","0.745","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Social""], ""interests"": [""integration""]}","2025-08-16T10:52:23"
"L0004577","EU","SaaS","0.52","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roadmap""]}","2025-07-29T12:03:36"
"L0004578","APAC","HealthTech","0.734","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""roi""]}","2025-08-17T02:20:20"
"L0004579","MEA","HealthTech","0.317","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Ads""], ""interests"": [""case_studies"", ""security""]}","2025-08-19T12:52:41"
"L0004580","APAC","HealthTech","0.939","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""SMS""], ""interests"": [""case_studies""]}","2025-08-09T16:57:13"
"L0004581","MEA","FinTech","0.25","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Social""], ""interests"": [""security""]}","2025-08-23T15:45:42"
"L0004582","India","FinTech","0.807","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Social""], ""interests"": [""pricing"", ""integration""]}","2025-05-31T06:56:25"
"L0004585","LATAM","HealthTech","0.163","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Social""], ""interests"": [""roadmap"", ""pricing"", ""roi""]}","2025-08-26T05:06:29"
"L0004586","MEA","HealthTech","0.754","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""pricing"", ""security""]}","2025-08-27T05:32:26"
"L0004591","MEA","FinTech","0.311","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""integration"", ""case_studies"", ""security""]}","2025-08-01T03:32:21"
"L0004592","LATAM","Manufacturing","0.691","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""security"", ""case_studies"", ""roi""]}","2025-08-18T05:03:27"
"L0004595","US","SaaS","0.011","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roi"", ""roadmap"", ""security""]}","2025-08-14T06:15:11"
"L0004596","LATAM","E‑commerce","0.58","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""pricing"", ""security""]}","2025-08-16T03:47:36"
"L0004597","MEA","Manufacturing","0.055","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""pricing""]}","2025-08-07T15:42:22"
"L0004601","EU","FinTech","0.016","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration"", ""roi"", ""pricing""]}","2025-08-07T09:09:41"
"L0004604","US","Retail","0.866","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Email""], ""interests"": [""case_studies""]}","2025-08-05T23:25:20"
"L0004606","India","Retail","0.13","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roadmap"", ""integration"", ""security""]}","2025-08-14T17:09:01"
"L0004607","EU","SaaS","0.536","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""roadmap"", ""security"", ""roi""]}","2025-08-28T18:42:14"
"L0004608","US","SaaS","0.753","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""security"", ""case_studies""]}","2025-08-27T16:18:41"
"L0004610","EU","EdTech","0.9","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Social""], ""interests"": [""roi"", ""roadmap""]}","2025-08-20T01:00:21"
"L0004612","MEA","FinTech","0.278","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""case_studies""]}","2025-08-22T13:48:53"
"L0004613","LATAM","FinTech","0.218","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS"", ""Call""], ""interests"": [""security""]}","2025-06-28T06:02:45"
"L0004617","India","Manufacturing","0.33","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""security""]}","2025-08-15T21:33:14"
"L0004625","EU","EdTech","0.429","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""pricing"", ""case_studies""]}","2025-08-06T16:45:25"
"L0004626","EU","EdTech","0.884","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""security"", ""roadmap""]}","2025-06-10T09:17:41"
"L0004627","EU","EdTech","0.067","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Ads""], ""interests"": [""case_studies"", ""integration"", ""roadmap""]}","2025-07-06T12:01:47"
"L0004632","APAC","FinTech","0.484","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing""]}","2025-07-23T23:33:28"
"L0004633","APAC","EdTech","0.131","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""security"", ""roi""]}","2025-05-22T20:57:19"
"L0004634","APAC","HealthTech","0.464","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""SMS""], ""interests"": [""roi"", ""security"", ""roadmap""]}","2025-08-10T22:05:16"
"L0004636","US","HealthTech","0.271","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""SMS""], ""interests"": [""case_studies""]}","2025-08-07T00:59:17"
"L0004639","LATAM","SaaS","0.568","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Ads""], ""interests"": [""integration"", ""case_studies"", ""pricing""]}","2025-08-26T21:41:19"
"L0004640","India","FinTech","0.825","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""security"", ""roadmap"", ""pricing""]}","2025-07-11T21:05:02"
"L0004641","MEA","HealthTech","0.732","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""case_studies"", ""pricing""]}","2025-07-04T05:14:54"
"L0004643","EU","Manufacturing","0.049","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Call""], ""interests"": [""roadmap""]}","2025-08-25T16:02:59"
"L0004644","APAC","SaaS","0.63","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""security"", ""roadmap""]}","2025-08-10T23:50:06"
"L0004646","India","E‑commerce","0.944","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""roi"", ""security"", ""roadmap""]}","2025-08-15T10:42:44"
"L0004648","India","EdTech","0.834","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""security"", ""roi"", ""case_studies""]}","2025-08-28T05:32:44"
"L0004651","APAC","Retail","0.42","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""pricing""]}","2025-07-30T11:24:49"
"L0004653","LATAM","HealthTech","0.556","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""SMS""], ""interests"": [""security""]}","2025-08-23T22:01:45"
"L0004654","EU","Manufacturing","0.971","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS""], ""interests"": [""integration"", ""roadmap"", ""pricing""]}","2025-07-25T11:56:15"
"L0004655","EU","FinTech","0.424","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""security"", ""roi""]}","2025-08-26T13:48:18"
"L0004659","US","FinTech","0.467","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""roi"", ""pricing"", ""roadmap""]}","2025-07-17T02:43:33"
"L0004662","US","E‑commerce","0.531","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""roadmap"", ""integration"", ""security""]}","2025-05-11T04:33:28"
"L0004665","MEA","FinTech","0.114","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""Social""], ""interests"": [""roi"", ""security"", ""integration""]}","2025-08-15T09:20:19"
"L0004666","APAC","Manufacturing","0.423","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""SMS""], ""interests"": [""pricing"", ""case_studies""]}","2025-07-15T11:57:25"
"L0004667","US","HealthTech","0.548","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""SMS""], ""interests"": [""roi"", ""pricing"", ""case_studies""]}","2025-07-08T21:10:46"
"L0004669","India","Media","0.994","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""roadmap""]}","2025-07-09T11:43:36"
"L0004670","US","EdTech","0.295","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing"", ""roadmap"", ""integration""]}","2025-08-13T03:27:22"
"L0004671","LATAM","E‑commerce","0.502","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Social""], ""interests"": [""roadmap"", ""integration""]}","2025-08-06T16:02:15"
"L0004672","LATAM","Retail","0.855","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""roadmap""]}","2025-08-04T08:49:22"
"L0004673","India","Manufacturing","0.456","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""SMS""], ""interests"": [""roi""]}","2025-08-15T17:08:25"
"L0004674","India","SaaS","0.832","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""integration""]}","2025-08-28T02:36:42"
"L0004675","India","Manufacturing","0.988","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""security""]}","2025-08-21T03:20:04"
"L0004676","US","SaaS","0.363","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""roi"", ""security"", ""integration""]}","2025-08-15T06:38:12"
"L0004678","EU","SaaS","0.222","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration"", ""security"", ""roi""]}","2025-06-24T16:30:54"
"L0004679","APAC","E‑commerce","0.628","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Ads""], ""interests"": [""roadmap"", ""pricing""]}","2025-07-23T18:48:58"
"L0004681","MEA","EdTech","0.985","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""case_studies"", ""pricing""]}","2025-08-19T07:58:06"
"L0004682","LATAM","EdTech","0.423","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Call""], ""interests"": [""security"", ""case_studies"", ""integration""]}","2025-08-28T10:06:23"
"L0004683","APAC","Retail","0.013","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Call""], ""interests"": [""integration""]}","2025-08-28T02:05:20"
"L0004684","LATAM","EdTech","0.139","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Call""], ""interests"": [""security""]}","2025-08-17T06:02:10"
"L0004685","US","FinTech","0.392","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""case_studies""]}","2025-08-25T20:38:25"
"L0004687","MEA","HealthTech","0.705","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""integration"", ""roi""]}","2025-07-19T19:59:47"
"L0004689","US","Manufacturing","0.373","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Web""], ""interests"": [""roi"", ""pricing""]}","2025-06-17T02:56:28"
"L0004690","US","Retail","0.894","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Web""], ""interests"": [""roi"", ""security""]}","2025-07-27T16:02:34"
"L0004693","US","FinTech","0.504","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""integration""]}","2025-08-19T11:28:58"
"L0004694","APAC","FinTech","0.533","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""roadmap""]}","2025-08-24T03:31:25"
"L0004695","US","Manufacturing","0.485","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""roi"", ""security""]}","2025-08-09T09:16:18"
"L0004696","APAC","Retail","0.751","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roadmap""]}","2025-07-22T11:09:23"
"L0004697","MEA","Retail","0.57","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Web""], ""interests"": [""roi"", ""security""]}","2025-07-18T03:11:36"
"L0004699","LATAM","SaaS","0.706","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""pricing""]}","2025-08-25T08:31:35"
"L0004700","MEA","EdTech","0.461","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Call""], ""interests"": [""integration""]}","2025-08-05T17:24:53"
"L0004701","US","FinTech","0.04","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""pricing"", ""case_studies"", ""security""]}","2025-07-26T07:42:23"
"L0004703","LATAM","EdTech","0.951","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roi"", ""integration""]}","2025-08-25T03:29:30"
"L0004705","MEA","Retail","0.432","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""roi""]}","2025-08-05T19:01:27"
"L0004707","MEA","HealthTech","0.222","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""security"", ""pricing"", ""integration""]}","2025-06-20T11:37:23"
"L0004710","LATAM","Media","0.77","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""security""]}","2025-06-03T03:25:22"
"L0004712","EU","EdTech","0.147","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""case_studies"", ""security"", ""roadmap""]}","2025-08-22T14:27:11"
"L0004714","EU","Manufacturing","0.635","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS"", ""Social""], ""interests"": [""security"", ""case_studies"", ""integration""]}","2025-06-26T11:43:33"
"L0004715","LATAM","E‑commerce","0.603","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""roi"", ""integration""]}","2025-06-25T18:32:57"
"L0004717","US","Retail","0.435","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""roadmap"", ""case_studies"", ""integration""]}","2025-08-02T08:58:07"
"L0004719","LATAM","EdTech","0.181","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Ads""], ""interests"": [""roi"", ""integration""]}","2025-08-27T23:54:12"
"L0004720","India","SaaS","0.127","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Email""], ""interests"": [""case_studies""]}","2025-07-29T17:41:09"
"L0004721","EU","Media","0.701","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Email""], ""interests"": [""roadmap"", ""case_studies"", ""roi""]}","2025-06-23T20:35:11"
"L0004723","MEA","SaaS","0.906","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""pricing""]}","2025-08-26T19:02:29"
"L0004724","LATAM","E‑commerce","0.647","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""SMS""], ""interests"": [""integration""]}","2025-06-27T20:09:06"
"L0004725","EU","Manufacturing","0.156","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""pricing""]}","2025-08-27T08:56:48"
"L0004727","APAC","Retail","0.797","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Call""], ""interests"": [""integration""]}","2025-07-20T06:00:05"
"L0004729","US","EdTech","0.231","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration"", ""case_studies"", ""security""]}","2025-07-26T13:35:06"
"L0004730","EU","E‑commerce","0.58","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Ads""], ""interests"": [""roi"", ""case_studies"", ""roadmap""]}","2025-08-27T16:57:20"
"L0004734","MEA","E‑commerce","0.784","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""SMS""], ""interests"": [""case_studies"", ""roi""]}","2025-05-21T13:42:21"
"L0004736","EU","Media","0.822","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Call""], ""interests"": [""pricing""]}","2025-08-24T20:23:06"
"L0004737","APAC","E‑commerce","0.022","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Call""], ""interests"": [""pricing"", ""roadmap"", ""security""]}","2025-06-29T10:28:38"
"L0004738","US","EdTech","0.835","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""pricing""]}","2025-08-11T07:10:39"
"L0004739","LATAM","SaaS","0.309","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Ads""], ""interests"": [""roadmap"", ""security"", ""roi""]}","2025-08-19T04:09:36"
"L0004740","MEA","Manufacturing","0.123","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""integration"", ""pricing"", ""case_studies""]}","2025-08-23T00:21:36"
"L0004742","India","Manufacturing","0.935","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Ads""], ""interests"": [""roadmap""]}","2025-07-18T14:26:05"
"L0004743","MEA","EdTech","0.35","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Email""], ""interests"": [""pricing"", ""roadmap"", ""roi""]}","2025-08-15T06:38:04"
"L0004744","LATAM","EdTech","0.562","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""integration""]}","2025-08-15T08:11:47"
"L0004747","EU","E‑commerce","0.025","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""roadmap"", ""roi"", ""case_studies""]}","2025-07-10T08:04:45"
