"event_id","timestamp","principal","auth_mechanism","scope","result","ip"
"AUTH03392","2025-07-08T23:02:00","svc-engagement","OIDC","campaigns:read","denied","10.62.213.104"
"AUTH03393","2025-07-28T11:07:02","svc-mcp","mTLS","leads:read","success","10.11.64.244"
"AUTH03394","2025-07-28T21:37:13","analyst-ui","OIDC","memory:rw","expired","10.146.146.72"
"AUTH03395","2025-05-21T18:31:46","svc-engagement","APIKey","leads:write","failure","10.101.4.55"
"AUTH03396","2025-05-01T08:37:39","svc-optimizer","mTLS","leads:write","success","10.85.70.90"
"AUTH03397","2025-06-18T09:14:16","svc-mcp","OIDC","campaigns:read","denied","10.8.107.57"
"AUTH03398","2025-05-27T06:47:16","svc-engagement","APIKey","analytics:read","denied","10.180.136.208"
"AUTH03399","2025-05-25T04:32:06","svc-optimizer","OIDC","leads:write","expired","10.254.253.183"
"AUTH03400","2025-05-05T07:37:54","svc-mcp","OIDC","leads:write","denied","10.231.250.229"
"AUTH03401","2025-07-02T17:41:00","svc-engagement","APIKey","campaigns:write","success","10.173.116.194"
"AUTH03402","2025-08-17T00:21:57","analyst-ui","mTLS","campaigns:write","denied","10.100.137.96"
"AUTH03403","2025-06-28T08:57:07","svc-mcp","OIDC","campaigns:read","expired","10.151.173.37"
"AUTH03404","2025-08-24T19:11:20","svc-optimizer","OIDC","leads:read","success","10.237.18.62"
"AUTH03405","2025-07-04T11:45:49","svc-mcp","OIDC","analytics:read","denied","10.250.219.16"
"AUTH03406","2025-05-01T01:53:28","svc-engagement","OIDC","memory:rw","success","10.188.186.19"
"AUTH03407","2025-06-16T15:08:20","svc-mcp","APIKey","leads:read","success","10.96.243.56"
"AUTH03408","2025-07-05T07:33:08","svc-engagement","APIKey","leads:read","failure","10.104.107.104"
"AUTH03409","2025-07-25T11:52:24","svc-optimizer","mTLS","campaigns:read","denied","10.240.120.83"
"AUTH03410","2025-06-17T01:12:21","analyst-ui","OIDC","campaigns:read","success","10.156.40.52"
"AUTH03411","2025-08-12T04:55:19","svc-engagement","mTLS","analytics:read","expired","10.131.101.190"
"AUTH03412","2025-07-25T20:53:29","svc-optimizer","OIDC","campaigns:write","denied","10.25.249.165"
"AUTH03413","2025-07-27T13:35:12","svc-engagement","mTLS","leads:read","denied","10.140.145.90"
"AUTH03414","2025-05-16T21:10:01","svc-mcp","mTLS","leads:read","expired","10.205.109.252"
"AUTH03415","2025-07-22T15:42:30","analyst-ui","OIDC","leads:write","expired","10.19.217.59"
"AUTH03416","2025-06-25T11:33:15","svc-engagement","APIKey","campaigns:write","denied","10.54.149.36"
"AUTH03417","2025-06-20T07:23:38","svc-optimizer","mTLS","memory:rw","failure","10.126.191.43"
"AUTH03418","2025-05-01T02:42:42","svc-engagement","mTLS","campaigns:write","failure","10.92.103.251"
"AUTH03419","2025-05-22T18:08:08","analyst-ui","OIDC","campaigns:read","expired","10.60.213.180"
"AUTH03420","2025-05-11T11:11:32","svc-engagement","APIKey","memory:rw","success","10.238.63.82"
"AUTH03421","2025-08-15T07:18:36","svc-optimizer","APIKey","campaigns:write","expired","10.190.86.205"
"AUTH03422","2025-08-26T07:23:36","svc-engagement","OIDC","leads:write","expired","10.96.163.93"
"AUTH03423","2025-07-30T22:10:12","svc-optimizer","APIKey","campaigns:write","success","10.227.87.38"
"AUTH03424","2025-07-04T05:04:33","svc-mcp","mTLS","analytics:read","failure","10.46.75.216"
"AUTH03425","2025-05-13T12:00:30","svc-optimizer","OIDC","leads:write","failure","10.169.244.112"
"AUTH03426","2025-06-12T17:54:35","svc-engagement","OIDC","analytics:read","denied","10.107.17.28"
"AUTH03427","2025-08-10T18:21:20","svc-mcp","APIKey","analytics:read","denied","10.15.46.12"
"AUTH03428","2025-08-19T11:34:35","svc-mcp","APIKey","leads:write","success","10.137.135.169"
"AUTH03429","2025-07-12T15:50:27","svc-mcp","APIKey","campaigns:write","denied","10.57.164.68"
"AUTH03430","2025-05-30T11:41:00","svc-engagement","OIDC","analytics:read","denied","10.168.215.239"
"AUTH03431","2025-07-22T00:41:50","analyst-ui","APIKey","leads:write","failure","10.148.113.188"
"AUTH03432","2025-08-18T21:31:50","svc-optimizer","OIDC","campaigns:write","expired","10.182.190.48"
"AUTH03433","2025-05-25T08:29:36","svc-mcp","OIDC","leads:write","denied","10.128.214.104"
"AUTH03434","2025-07-06T03:08:34","svc-mcp","APIKey","analytics:read","denied","10.86.34.176"
"AUTH03435","2025-08-26T23:54:51","analyst-ui","OIDC","leads:write","expired","10.120.227.106"
"AUTH03436","2025-08-14T15:42:23","svc-mcp","OIDC","campaigns:read","failure","10.234.101.236"
"AUTH03437","2025-08-09T16:30:25","svc-engagement","OIDC","leads:read","failure","10.226.255.160"
"AUTH03438","2025-05-05T02:53:19","analyst-ui","APIKey","campaigns:read","success","10.160.204.198"
"AUTH03439","2025-06-07T21:01:53","analyst-ui","mTLS","campaigns:write","failure","10.70.52.66"
"AUTH03440","2025-06-19T12:19:51","analyst-ui","mTLS","campaigns:write","failure","10.119.40.202"
"AUTH03441","2025-05-15T22:51:17","analyst-ui","APIKey","analytics:read","failure","10.158.103.51"
"AUTH03442","2025-07-07T19:41:23","analyst-ui","OIDC","analytics:read","failure","10.60.250.68"
"AUTH03443","2025-08-14T23:16:37","svc-optimizer","mTLS","analytics:read","denied","10.184.178.108"
"AUTH03444","2025-06-13T12:39:00","analyst-ui","APIKey","analytics:read","denied","10.221.196.88"
"AUTH03445","2025-06-04T15:47:18","svc-mcp","mTLS","leads:write","success","10.44.185.251"
"AUTH03446","2025-07-17T15:13:46","svc-mcp","APIKey","campaigns:write","failure","10.69.141.166"
"AUTH03447","2025-08-11T14:45:33","analyst-ui","APIKey","analytics:read","denied","10.155.195.178"
"AUTH03448","2025-08-02T04:25:26","svc-mcp","OIDC","leads:read","denied","10.67.141.158"
"AUTH03449","2025-05-20T22:28:26","svc-engagement","mTLS","memory:rw","failure","10.83.244.212"
"AUTH03450","2025-07-11T05:32:11","svc-optimizer","OIDC","leads:read","denied","10.34.47.203"
"AUTH03451","2025-08-19T09:07:34","analyst-ui","APIKey","leads:read","success","10.195.50.15"
"AUTH03452","2025-07-20T13:17:17","svc-engagement","mTLS","memory:rw","expired","10.51.74.53"
"AUTH03453","2025-06-08T11:58:54","svc-mcp","APIKey","leads:write","failure","10.29.166.190"
"AUTH03454","2025-07-25T20:44:45","analyst-ui","APIKey","campaigns:write","success","10.26.88.149"
"AUTH03455","2025-05-29T04:10:46","svc-optimizer","APIKey","campaigns:read","failure","10.22.130.152"
"AUTH03456","2025-08-02T06:08:08","svc-optimizer","mTLS","campaigns:write","expired","10.39.242.145"
"AUTH03457","2025-07-01T02:17:18","svc-optimizer","OIDC","analytics:read","denied","10.165.59.184"
"AUTH03458","2025-05-07T07:07:43","analyst-ui","OIDC","campaigns:read","denied","10.169.136.221"
"AUTH03459","2025-07-22T20:57:58","svc-mcp","mTLS","memory:rw","expired","10.70.220.108"
"AUTH03460","2025-05-21T11:58:27","svc-engagement","mTLS","campaigns:write","expired","10.156.101.124"
"AUTH03461","2025-05-20T21:42:17","analyst-ui","OIDC","analytics:read","failure","10.236.98.241"
"AUTH03462","2025-07-07T07:48:20","svc-optimizer","mTLS","memory:rw","expired","10.39.135.128"
"AUTH03463","2025-06-28T21:34:36","svc-mcp","APIKey","campaigns:write","success","10.61.26.22"
"AUTH03464","2025-05-12T08:44:19","analyst-ui","mTLS","memory:rw","denied","10.88.29.243"
"AUTH03465","2025-08-20T09:03:01","svc-optimizer","APIKey","campaigns:read","success","10.125.202.209"
"AUTH03466","2025-06-22T07:40:44","analyst-ui","OIDC","campaigns:write","expired","10.124.57.26"
"AUTH03467","2025-08-02T22:08:41","analyst-ui","APIKey","memory:rw","failure","10.149.23.84"
"AUTH03468","2025-08-16T01:30:50","svc-optimizer","APIKey","campaigns:write","denied","10.51.67.200"
"AUTH03469","2025-06-28T18:31:18","svc-mcp","mTLS","leads:write","success","10.22.187.239"
"AUTH03470","2025-08-19T20:37:08","svc-mcp","mTLS","memory:rw","failure","10.28.166.213"
"AUTH03471","2025-06-07T09:20:04","analyst-ui","APIKey","analytics:read","expired","10.181.25.228"
"AUTH03472","2025-06-01T15:10:06","analyst-ui","APIKey","campaigns:read","failure","10.83.44.170"
"AUTH03473","2025-06-24T13:02:45","svc-mcp","mTLS","analytics:read","expired","10.113.110.244"
"AUTH03474","2025-06-27T01:36:56","svc-engagement","APIKey","analytics:read","denied","10.238.26.23"
"AUTH03475","2025-08-03T14:17:54","svc-optimizer","mTLS","analytics:read","denied","10.64.131.52"
"AUTH03476","2025-05-23T03:12:15","svc-optimizer","mTLS","leads:read","denied","10.171.64.227"
"AUTH03477","2025-05-06T09:45:35","svc-optimizer","APIKey","leads:write","failure","10.82.97.216"
"AUTH03478","2025-07-30T03:50:48","svc-mcp","OIDC","campaigns:write","failure","10.237.44.5"
"AUTH03479","2025-07-09T09:42:08","svc-optimizer","APIKey","leads:write","success","10.141.194.198"
"AUTH03480","2025-08-25T03:50:38","svc-engagement","OIDC","campaigns:write","failure","10.178.136.63"
"AUTH03481","2025-06-21T11:15:46","svc-optimizer","APIKey","memory:rw","success","10.144.62.136"
"AUTH03482","2025-08-20T14:53:10","svc-mcp","OIDC","leads:read","expired","10.210.7.29"
"AUTH03483","2025-07-19T13:05:29","svc-mcp","APIKey","leads:write","failure","10.198.239.201"
"AUTH03484","2025-07-29T17:23:55","svc-mcp","APIKey","analytics:read","denied","10.152.216.218"
"AUTH03485","2025-07-24T14:44:13","svc-mcp","OIDC","analytics:read","denied","10.123.116.252"
"AUTH03486","2025-05-15T02:21:34","svc-mcp","OIDC","campaigns:read","expired","10.88.159.238"
"AUTH03487","2025-08-11T22:37:39","analyst-ui","mTLS","leads:write","failure","10.23.13.204"
"AUTH03488","2025-07-27T18:26:22","svc-engagement","OIDC","campaigns:write","denied","10.115.238.226"
"AUTH03489","2025-07-24T06:26:33","svc-engagement","OIDC","leads:write","expired","10.122.205.180"
"AUTH03490","2025-08-19T20:42:20","svc-engagement","OIDC","analytics:read","success","10.252.169.166"
"AUTH03491","2025-07-15T12:16:01","svc-engagement","APIKey","leads:read","failure","10.188.32.7"
"AUTH03492","2025-07-21T05:02:55","svc-engagement","APIKey","leads:write","expired","10.177.107.85"
"AUTH03493","2025-05-13T02:03:00","svc-mcp","APIKey","campaigns:write","success","10.144.11.42"
"AUTH03494","2025-06-05T09:49:19","svc-engagement","mTLS","analytics:read","failure","10.212.118.215"
"AUTH03495","2025-06-27T08:55:37","analyst-ui","OIDC","leads:read","success","10.177.193.141"
"AUTH03496","2025-08-09T20:33:20","svc-mcp","mTLS","campaigns:read","failure","10.120.205.71"
"AUTH03497","2025-05-23T06:36:17","svc-mcp","APIKey","campaigns:write","denied","10.167.97.21"
"AUTH03498","2025-06-24T17:46:52","svc-optimizer","OIDC","analytics:read","expired","10.44.17.56"
"AUTH03499","2025-07-26T10:47:07","svc-optimizer","OIDC","leads:write","expired","10.36.228.30"
"AUTH03500","2025-07-28T08:44:05","analyst-ui","APIKey","campaigns:write","denied","10.150.84.134"
"AUTH03501","2025-06-14T10:46:34","svc-mcp","APIKey","memory:rw","failure","10.51.43.223"
"AUTH03502","2025-08-23T03:04:50","svc-engagement","APIKey","leads:write","success","10.184.68.191"
"AUTH03503","2025-07-26T13:05:08","analyst-ui","APIKey","memory:rw","denied","10.121.201.77"
"AUTH03504","2025-08-11T07:23:38","analyst-ui","OIDC","memory:rw","expired","10.53.236.36"
"AUTH03505","2025-06-22T03:05:43","svc-engagement","mTLS","campaigns:read","expired","10.129.42.40"
"AUTH03506","2025-05-14T17:09:34","svc-mcp","OIDC","leads:write","expired","10.20.51.103"
"AUTH03507","2025-08-25T01:29:15","analyst-ui","mTLS","campaigns:write","success","10.124.127.58"
"AUTH03508","2025-06-14T07:55:27","analyst-ui","OIDC","campaigns:read","denied","10.122.155.47"
"AUTH03509","2025-05-20T06:01:46","svc-optimizer","OIDC","analytics:read","expired","10.131.105.144"
"AUTH03510","2025-07-07T14:55:46","analyst-ui","OIDC","leads:read","success","10.207.206.127"
"AUTH03511","2025-06-22T03:39:24","analyst-ui","OIDC","memory:rw","success","10.1.17.151"
"AUTH03512","2025-08-17T15:52:06","svc-engagement","APIKey","memory:rw","failure","10.154.8.190"
"AUTH03513","2025-07-26T02:25:12","svc-engagement","APIKey","memory:rw","success","10.195.115.29"
"AUTH03514","2025-07-28T09:11:15","svc-mcp","mTLS","campaigns:write","failure","10.140.198.141"
"AUTH03515","2025-07-25T16:51:17","analyst-ui","OIDC","memory:rw","expired","10.64.229.187"
"AUTH03516","2025-07-31T12:52:29","analyst-ui","APIKey","campaigns:read","failure","10.58.246.251"
"AUTH03517","2025-07-14T03:15:47","svc-mcp","OIDC","memory:rw","expired","10.192.223.206"
"AUTH03518","2025-07-18T12:33:57","svc-engagement","mTLS","memory:rw","expired","10.164.254.15"
"AUTH03519","2025-08-05T01:22:44","svc-mcp","OIDC","campaigns:write","failure","10.105.35.17"
"AUTH03520","2025-07-10T22:46:27","analyst-ui","mTLS","analytics:read","denied","10.114.0.95"
"AUTH03521","2025-08-06T08:36:22","svc-engagement","OIDC","memory:rw","denied","10.2.255.62"
"AUTH03522","2025-06-02T20:21:21","analyst-ui","mTLS","leads:write","failure","10.175.191.163"
"AUTH03523","2025-06-09T15:16:23","svc-engagement","APIKey","leads:read","expired","10.90.23.245"
"AUTH03524","2025-07-05T04:59:12","svc-mcp","OIDC","memory:rw","success","10.148.131.247"
"AUTH03525","2025-05-16T18:48:07","analyst-ui","APIKey","leads:read","expired","10.18.10.170"
"AUTH03526","2025-08-02T10:44:39","svc-engagement","APIKey","campaigns:write","failure","10.9.10.199"
"AUTH03527","2025-07-08T09:41:08","svc-engagement","APIKey","campaigns:read","expired","10.98.224.43"
"AUTH03528","2025-06-25T04:35:47","svc-engagement","mTLS","leads:write","failure","10.68.93.124"
"AUTH03529","2025-07-01T09:36:24","analyst-ui","APIKey","campaigns:read","success","10.160.10.123"
"AUTH03530","2025-08-05T14:11:50","analyst-ui","mTLS","campaigns:write","success","10.145.169.39"
"AUTH03531","2025-08-08T23:40:56","svc-engagement","mTLS","analytics:read","expired","10.243.141.59"
"AUTH03532","2025-05-27T09:46:50","analyst-ui","OIDC","leads:read","expired","10.246.110.126"
"AUTH03533","2025-05-13T14:38:43","analyst-ui","mTLS","campaigns:write","denied","10.237.71.14"
"AUTH03534","2025-06-02T03:36:30","svc-optimizer","mTLS","leads:write","failure","10.52.80.250"
"AUTH03535","2025-06-18T09:10:16","svc-optimizer","OIDC","leads:write","denied","10.69.6.247"
"AUTH03536","2025-07-10T19:59:41","svc-engagement","APIKey","memory:rw","expired","10.32.181.16"
"AUTH03537","2025-07-31T21:23:28","svc-optimizer","OIDC","campaigns:write","success","10.100.247.44"
"AUTH03538","2025-07-02T04:22:39","svc-engagement","OIDC","leads:read","expired","10.170.105.231"
"AUTH03539","2025-06-25T00:05:27","svc-engagement","mTLS","campaigns:read","success","10.174.214.87"
"AUTH03540","2025-06-11T15:26:34","svc-engagement","OIDC","analytics:read","success","10.205.251.131"
"AUTH03541","2025-06-10T05:31:54","svc-optimizer","OIDC","leads:write","denied","10.116.126.59"
"AUTH03542","2025-05-18T15:08:39","svc-optimizer","mTLS","leads:write","success","10.111.85.234"
"AUTH03543","2025-06-22T06:22:05","svc-engagement","OIDC","leads:write","expired","10.72.50.204"
"AUTH03544","2025-07-08T13:30:52","svc-mcp","mTLS","campaigns:write","failure","10.127.242.77"
"AUTH03545","2025-06-08T06:46:18","svc-optimizer","APIKey","campaigns:write","denied","10.135.197.216"
"AUTH03546","2025-07-01T12:52:06","analyst-ui","mTLS","campaigns:write","expired","10.74.69.21"
"AUTH03547","2025-07-15T11:41:30","svc-mcp","OIDC","campaigns:read","success","10.120.146.227"
"AUTH03548","2025-08-23T12:13:27","analyst-ui","OIDC","campaigns:read","success","10.28.44.66"
"AUTH03549","2025-08-22T15:22:45","analyst-ui","mTLS","analytics:read","expired","10.252.11.67"
"AUTH03550","2025-05-10T22:30:47","analyst-ui","mTLS","leads:read","failure","10.245.197.40"
"AUTH03551","2025-05-02T07:47:55","svc-mcp","APIKey","leads:write","expired","10.166.127.135"
"AUTH03552","2025-08-25T02:56:12","svc-optimizer","OIDC","analytics:read","expired","10.25.147.230"
"AUTH03553","2025-06-21T22:11:14","svc-mcp","mTLS","campaigns:read","failure","10.123.144.171"
"AUTH03554","2025-06-11T19:21:18","svc-mcp","mTLS","leads:write","failure","10.33.241.123"
"AUTH03555","2025-06-03T09:38:58","analyst-ui","OIDC","leads:read","success","10.217.140.96"
"AUTH03556","2025-06-13T02:42:12","analyst-ui","OIDC","leads:read","success","10.25.62.98"
"AUTH03557","2025-05-05T07:22:04","analyst-ui","APIKey","campaigns:write","expired","10.16.76.49"
"AUTH03558","2025-05-25T04:02:35","analyst-ui","APIKey","campaigns:write","denied","10.240.222.46"
"AUTH03559","2025-05-09T08:58:32","svc-optimizer","APIKey","leads:write","success","10.44.211.162"
"AUTH03560","2025-07-04T06:35:30","svc-engagement","APIKey","campaigns:write","denied","10.6.159.76"
"AUTH03561","2025-07-24T15:25:07","svc-optimizer","APIKey","memory:rw","success","10.172.51.97"
"AUTH03562","2025-07-12T11:00:38","svc-engagement","APIKey","analytics:read","expired","10.98.107.183"
"AUTH03563","2025-05-19T12:43:43","analyst-ui","mTLS","analytics:read","success","10.85.179.27"
"AUTH03564","2025-07-12T01:13:28","svc-engagement","APIKey","analytics:read","denied","10.211.202.134"
"AUTH03565","2025-07-19T13:53:42","svc-optimizer","APIKey","leads:read","failure","10.9.207.94"
"AUTH03566","2025-08-05T00:54:50","svc-optimizer","APIKey","memory:rw","denied","10.48.42.124"
"AUTH03567","2025-07-31T06:21:58","svc-mcp","APIKey","leads:read","success","10.185.77.196"
"AUTH03568","2025-08-01T12:19:55","svc-optimizer","mTLS","campaigns:read","failure","10.54.112.15"
"AUTH03569","2025-06-07T15:16:40","analyst-ui","mTLS","campaigns:read","success","10.154.9.66"
"AUTH03570","2025-06-24T21:33:31","analyst-ui","OIDC","leads:write","denied","10.7.87.167"
"AUTH03571","2025-07-03T19:20:17","svc-optimizer","APIKey","leads:write","denied","10.2.243.141"
"AUTH03572","2025-06-09T11:05:17","svc-optimizer","OIDC","leads:read","success","10.85.255.41"
"AUTH03573","2025-05-02T18:21:07","svc-engagement","mTLS","leads:read","denied","10.22.130.111"
"AUTH03574","2025-08-19T05:30:31","analyst-ui","mTLS","leads:write","expired","10.39.42.195"
"AUTH03575","2025-05-30T12:02:41","svc-engagement","OIDC","campaigns:read","failure","10.31.50.174"
"AUTH03576","2025-08-25T09:53:53","svc-engagement","mTLS","campaigns:write","success","10.93.72.191"
"AUTH03577","2025-06-16T02:45:10","svc-engagement","OIDC","analytics:read","success","10.98.171.47"
"AUTH03578","2025-07-08T06:20:19","svc-engagement","OIDC","leads:read","success","10.114.118.41"
"AUTH03579","2025-08-12T12:41:07","svc-mcp","OIDC","leads:write","expired","10.3.26.140"
"AUTH03580","2025-07-05T04:46:45","analyst-ui","mTLS","memory:rw","success","10.56.22.219"
"AUTH03581","2025-08-19T00:44:58","svc-optimizer","OIDC","analytics:read","success","10.126.131.143"
"AUTH03582","2025-08-22T10:24:37","svc-mcp","APIKey","leads:read","failure","10.152.178.125"
"AUTH03583","2025-06-11T07:16:57","svc-mcp","OIDC","leads:read","denied","10.196.124.150"
"AUTH03584","2025-05-03T09:28:12","svc-engagement","mTLS","memory:rw","failure","10.36.220.87"
"AUTH03585","2025-06-27T13:26:36","analyst-ui","APIKey","memory:rw","expired","10.97.130.249"
"AUTH03586","2025-06-06T10:22:28","svc-engagement","APIKey","analytics:read","success","10.129.210.36"
"AUTH03587","2025-05-21T16:27:47","svc-optimizer","APIKey","analytics:read","failure","10.47.146.107"
"AUTH03588","2025-05-07T19:36:16","analyst-ui","mTLS","analytics:read","denied","10.252.104.77"
"AUTH03589","2025-05-26T20:53:24","svc-optimizer","OIDC","analytics:read","success","10.135.76.162"
"AUTH03590","2025-07-27T00:37:39","analyst-ui","APIKey","leads:read","failure","10.36.50.34"
"AUTH03591","2025-07-27T04:56:38","svc-optimizer","OIDC","leads:read","success","10.175.14.71"
"AUTH03592","2025-07-31T04:50:52","svc-mcp","mTLS","analytics:read","failure","10.159.129.111"
"AUTH03593","2025-07-19T10:55:35","svc-mcp","mTLS","analytics:read","denied","10.32.64.11"
"AUTH03594","2025-05-15T14:24:55","svc-engagement","OIDC","leads:read","denied","10.174.62.230"
"AUTH03595","2025-05-10T23:42:32","svc-optimizer","OIDC","memory:rw","success","10.118.242.66"
"AUTH03596","2025-05-04T12:54:51","svc-engagement","APIKey","analytics:read","success","10.225.199.55"
"AUTH03597","2025-06-10T02:10:33","svc-engagement","APIKey","campaigns:read","success","10.251.164.238"
"AUTH03598","2025-06-21T20:32:54","svc-mcp","mTLS","leads:write","failure","10.132.90.9"
"AUTH03599","2025-06-04T07:42:49","analyst-ui","mTLS","analytics:read","expired","10.18.18.137"
"AUTH03600","2025-07-27T00:09:44","analyst-ui","mTLS","memory:rw","failure","10.134.10.18"
"AUTH03601","2025-05-08T22:01:59","svc-mcp","OIDC","leads:write","failure","10.221.170.62"
"AUTH03602","2025-05-24T02:37:24","analyst-ui","APIKey","leads:write","expired","10.197.101.133"
"AUTH03603","2025-08-12T13:41:47","analyst-ui","APIKey","campaigns:write","success","10.97.39.26"
"AUTH03604","2025-06-29T08:18:55","svc-optimizer","mTLS","leads:write","denied","10.106.63.82"
"AUTH03605","2025-07-26T21:43:42","svc-mcp","APIKey","analytics:read","expired","10.151.100.6"
"AUTH03606","2025-07-29T04:11:16","svc-engagement","mTLS","campaigns:read","success","10.46.34.34"
"AUTH03607","2025-07-28T21:21:55","analyst-ui","APIKey","memory:rw","expired","10.216.103.52"
"AUTH03608","2025-08-05T16:27:14","analyst-ui","mTLS","leads:read","failure","10.95.161.7"
"AUTH03609","2025-06-06T11:32:10","svc-mcp","mTLS","analytics:read","expired","10.57.97.214"
"AUTH03610","2025-05-16T20:42:47","svc-optimizer","mTLS","analytics:read","expired","10.161.99.121"
"AUTH03611","2025-07-22T18:02:57","svc-mcp","mTLS","campaigns:write","denied","10.255.242.26"
"AUTH03612","2025-06-10T10:49:17","svc-optimizer","mTLS","campaigns:read","expired","10.213.79.54"
"AUTH03613","2025-07-19T05:20:52","svc-optimizer","APIKey","leads:write","denied","10.226.130.140"
"AUTH03614","2025-06-16T19:52:13","svc-engagement","OIDC","analytics:read","expired","10.17.254.8"
"AUTH03615","2025-08-26T08:12:34","svc-engagement","OIDC","leads:write","expired","10.18.60.3"
"AUTH03616","2025-08-14T01:38:58","svc-engagement","APIKey","analytics:read","expired","10.226.38.38"
"AUTH03617","2025-05-09T20:26:59","svc-engagement","OIDC","campaigns:read","success","10.142.36.131"
"AUTH03618","2025-07-03T18:42:23","svc-optimizer","mTLS","leads:write","denied","10.86.58.186"
"AUTH03619","2025-08-22T04:57:11","svc-mcp","mTLS","leads:read","denied","10.186.173.197"
"AUTH03620","2025-08-15T16:27:26","svc-engagement","OIDC","campaigns:read","denied","10.70.112.13"
"AUTH03621","2025-07-29T10:55:53","analyst-ui","OIDC","memory:rw","failure","10.235.90.37"
"AUTH03622","2025-05-14T19:33:32","svc-mcp","APIKey","campaigns:read","success","10.118.99.23"
"AUTH03623","2025-07-19T17:15:44","svc-engagement","mTLS","campaigns:write","expired","10.87.240.1"
"AUTH03624","2025-05-17T00:35:40","analyst-ui","OIDC","analytics:read","failure","10.177.161.33"
"AUTH03625","2025-07-25T11:45:05","analyst-ui","OIDC","campaigns:write","expired","10.105.83.188"
"AUTH03626","2025-08-13T05:09:30","svc-mcp","OIDC","leads:write","denied","10.229.155.222"
"AUTH03627","2025-07-15T07:05:42","analyst-ui","APIKey","leads:write","success","10.91.227.212"
"AUTH03628","2025-08-11T10:44:07","svc-optimizer","OIDC","leads:read","denied","10.207.232.84"
"AUTH03629","2025-07-07T03:48:55","svc-optimizer","mTLS","leads:read","failure","10.157.70.87"
"AUTH03630","2025-06-05T02:04:48","svc-mcp","APIKey","campaigns:write","denied","10.139.188.9"
"AUTH03631","2025-06-02T02:33:31","svc-optimizer","mTLS","campaigns:read","denied","10.9.234.74"
"AUTH03632","2025-06-23T04:04:30","svc-mcp","OIDC","memory:rw","failure","10.249.123.159"
"AUTH03633","2025-05-08T04:03:49","svc-mcp","mTLS","campaigns:write","failure","10.55.24.52"
"AUTH03634","2025-05-11T07:27:50","analyst-ui","APIKey","campaigns:write","success","10.82.35.199"
"AUTH03635","2025-05-14T14:59:26","svc-optimizer","APIKey","leads:write","expired","10.255.186.21"
"AUTH03636","2025-07-08T21:04:21","analyst-ui","APIKey","campaigns:read","success","10.133.159.148"
"AUTH03637","2025-08-13T01:47:08","svc-optimizer","APIKey","leads:write","success","10.53.92.201"
"AUTH03638","2025-05-15T07:22:23","svc-optimizer","APIKey","memory:rw","denied","10.235.25.115"
"AUTH03639","2025-06-29T17:31:07","svc-engagement","mTLS","leads:write","failure","10.19.46.182"
"AUTH03640","2025-05-15T03:06:43","svc-optimizer","OIDC","campaigns:read","denied","10.26.44.25"
"AUTH03641","2025-08-09T13:53:40","svc-mcp","OIDC","memory:rw","failure","10.105.236.62"
"AUTH03642","2025-06-26T02:58:18","svc-optimizer","APIKey","campaigns:read","failure","10.204.203.219"
"AUTH03643","2025-06-18T04:52:30","svc-optimizer","mTLS","campaigns:read","failure","10.30.13.181"
"AUTH03644","2025-08-02T15:56:47","analyst-ui","OIDC","campaigns:read","failure","10.42.94.130"
"AUTH03645","2025-08-04T23:07:46","svc-optimizer","OIDC","leads:read","denied","10.235.100.151"
"AUTH03646","2025-07-28T12:47:57","svc-engagement","APIKey","campaigns:read","expired","10.251.122.200"
"AUTH03647","2025-06-18T10:30:19","svc-engagement","APIKey","analytics:read","failure","10.116.114.187"
"AUTH03648","2025-06-28T21:42:40","svc-mcp","OIDC","leads:read","denied","10.3.83.182"
"AUTH03649","2025-05-07T07:02:04","analyst-ui","mTLS","memory:rw","success","10.231.160.160"
"AUTH03650","2025-07-13T23:22:05","svc-engagement","mTLS","campaigns:read","denied","10.68.143.137"
"AUTH03651","2025-06-17T09:44:33","analyst-ui","APIKey","campaigns:read","failure","10.241.75.251"
"AUTH03652","2025-08-27T12:02:29","svc-mcp","OIDC","campaigns:read","denied","10.9.252.203"
"AUTH03653","2025-05-04T17:02:16","svc-optimizer","APIKey","memory:rw","expired","10.12.146.237"
"AUTH03654","2025-08-01T13:18:54","svc-mcp","OIDC","analytics:read","expired","10.25.232.152"
"AUTH03655","2025-07-26T17:01:10","svc-optimizer","APIKey","leads:read","success","10.50.80.229"
"AUTH03656","2025-06-09T20:29:28","analyst-ui","OIDC","leads:read","success","10.49.237.49"
"AUTH03657","2025-06-22T14:02:44","svc-engagement","OIDC","leads:write","failure","10.121.0.90"
"AUTH03658","2025-08-06T12:34:25","svc-engagement","OIDC","leads:write","denied","10.105.187.6"
"AUTH03659","2025-05-06T00:58:30","svc-mcp","APIKey","campaigns:read","expired","10.157.238.114"
"AUTH03660","2025-08-19T19:22:10","svc-mcp","mTLS","campaigns:read","expired","10.158.229.67"
"AUTH03661","2025-08-14T06:57:16","svc-mcp","OIDC","analytics:read","expired","10.146.48.199"
"AUTH03662","2025-07-23T01:42:21","svc-optimizer","OIDC","leads:read","denied","10.22.253.14"
"AUTH03663","2025-05-15T20:42:49","svc-optimizer","mTLS","campaigns:write","success","10.89.243.8"
"AUTH03664","2025-07-24T08:08:52","svc-optimizer","APIKey","memory:rw","failure","10.63.51.170"
