"resource_uri","timestamp","scope","operation","success","actor"
"kg://graph","2025-05-02T20:40:37","consolidate","UPSERT","True","MCP-Server"
"db://leads","2025-06-17T05:02:34","search","INSERT","True","Agent-Client"
"db://interactions","2025-06-21T09:28:06","consolidate","UPDATE","True","Optimizer-Worker"
"db://leads","2025-05-27T03:02:34","read","SELECT","True","MCP-Server"
"kg://graph","2025-06-15T16:41:44","read","SELECT","True","MCP-Server"
"analytics://events","2025-08-19T10:00:00","consolidate","UPDATE","True","Agent-Client"
"db://campaigns","2025-05-17T08:19:31","search","MERGE","True","Optimizer-Worker"
"kg://graph","2025-07-07T21:06:17","write","INSERT","True","Agent-Client"
"cache://memory","2025-08-28T07:53:51","read","INSERT","True","Optimizer-Worker"
"kg://graph","2025-05-09T10:41:05","consolidate","UPDATE","True","Optimizer-Worker"
"db://campaigns","2025-05-31T04:36:36","search","UPSERT","True","Optimizer-Worker"
"analytics://events","2025-05-28T15:55:48","search","UPSERT","True","MCP-Server"
"db://leads","2025-07-21T01:03:27","consolidate","INSERT","True","Optimizer-Worker"
"kg://graph","2025-07-15T13:24:52","read","QUERY","True","Optimizer-Worker"
"db://campaigns","2025-05-22T20:21:43","consolidate","INSERT","True","MCP-Server"
"db://interactions","2025-06-17T09:24:03","write","MERGE","False","Agent-Client"
"kg://graph","2025-06-08T23:58:57","write","MERGE","True","Agent-Client"
"db://leads","2025-08-17T14:29:39","consolidate","UPSERT","True","Optimizer-Worker"
"analytics://events","2025-06-10T22:02:10","read","UPSERT","False","Agent-Client"
"kg://graph","2025-08-08T03:39:50","write","SELECT","True","MCP-Server"
"cache://memory","2025-05-13T04:28:22","search","INSERT","True","Agent-Client"
"kg://graph","2025-06-24T22:29:40","search","UPDATE","True","Optimizer-Worker"
"kg://graph","2025-07-21T07:27:59","write","MERGE","True","Optimizer-Worker"
"db://leads","2025-06-28T13:18:15","consolidate","UPDATE","True","MCP-Server"
"cache://memory","2025-08-15T18:13:22","write","UPSERT","False","Agent-Client"
"analytics://events","2025-05-13T23:03:18","consolidate","INSERT","True","Agent-Client"
"kg://graph","2025-08-18T13:51:09","write","MERGE","False","Agent-Client"
"kg://graph","2025-07-30T20:31:43","consolidate","UPSERT","True","MCP-Server"
"db://interactions","2025-07-02T15:55:41","search","UPSERT","True","MCP-Server"
"kg://graph","2025-08-23T06:38:04","search","UPDATE","True","MCP-Server"
"cache://memory","2025-07-21T13:33:31","read","SELECT","True","MCP-Server"
"analytics://events","2025-06-18T07:18:49","write","SELECT","False","Agent-Client"
"analytics://events","2025-05-09T18:32:21","consolidate","UPSERT","True","MCP-Server"
"db://campaigns","2025-06-26T00:52:22","consolidate","UPDATE","False","Optimizer-Worker"
"db://leads","2025-06-25T15:45:18","write","QUERY","False","Agent-Client"
"db://campaigns","2025-08-17T20:06:12","search","QUERY","True","Optimizer-Worker"
"cache://memory","2025-08-19T21:32:33","write","QUERY","True","MCP-Server"
"cache://memory","2025-07-15T23:20:13","search","INSERT","False","MCP-Server"
"db://campaigns","2025-07-31T11:28:23","write","SELECT","False","Agent-Client"
"cache://memory","2025-08-01T02:27:09","search","UPSERT","True","Optimizer-Worker"
"analytics://events","2025-05-08T14:43:36","consolidate","UPDATE","True","MCP-Server"
"analytics://events","2025-08-17T22:49:08","search","INSERT","True","Optimizer-Worker"
"db://campaigns","2025-06-21T08:43:05","consolidate","MERGE","True","MCP-Server"
"cache://memory","2025-08-23T21:18:14","consolidate","MERGE","True","Agent-Client"
"db://leads","2025-07-21T22:52:05","write","QUERY","False","MCP-Server"
"kg://graph","2025-07-24T13:08:42","write","SELECT","False","Agent-Client"
"kg://graph","2025-05-24T21:14:40","read","UPSERT","True","Agent-Client"
"kg://graph","2025-05-28T04:31:59","read","QUERY","True","MCP-Server"
"db://leads","2025-05-29T21:47:22","write","MERGE","True","MCP-Server"
"kg://graph","2025-08-12T22:19:28","write","QUERY","True","Optimizer-Worker"
"cache://memory","2025-08-27T23:21:18","read","MERGE","False","Agent-Client"
"db://interactions","2025-08-02T15:03:49","write","QUERY","True","Agent-Client"
"db://interactions","2025-06-27T16:07:20","read","UPSERT","True","Agent-Client"
"analytics://events","2025-07-16T12:51:37","search","MERGE","True","Agent-Client"
"db://interactions","2025-08-20T12:10:54","search","QUERY","True","Optimizer-Worker"
"db://leads","2025-05-15T12:41:38","write","SELECT","True","MCP-Server"
"db://interactions","2025-05-03T23:38:47","write","UPSERT","True","Agent-Client"
"cache://memory","2025-08-22T22:43:43","consolidate","MERGE","True","MCP-Server"
"db://leads","2025-05-08T00:23:28","write","SELECT","True","Optimizer-Worker"
"kg://graph","2025-07-03T00:19:45","write","MERGE","True","MCP-Server"
"cache://memory","2025-06-05T13:49:13","write","MERGE","False","Agent-Client"
"cache://memory","2025-06-05T20:11:51","search","QUERY","False","Agent-Client"
"db://leads","2025-05-22T23:37:15","read","INSERT","False","MCP-Server"
"db://interactions","2025-08-22T22:33:10","search","UPDATE","False","Optimizer-Worker"
"db://campaigns","2025-06-04T17:05:38","consolidate","INSERT","False","Optimizer-Worker"
"db://campaigns","2025-07-28T04:23:25","consolidate","UPSERT","True","MCP-Server"
"db://leads","2025-05-30T12:04:36","search","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-08-14T20:05:53","search","UPDATE","True","Agent-Client"
"cache://memory","2025-06-21T22:38:46","read","SELECT","False","Agent-Client"
"analytics://events","2025-08-14T13:39:21","consolidate","SELECT","True","MCP-Server"
"kg://graph","2025-06-15T16:10:42","consolidate","UPSERT","False","Agent-Client"
"db://leads","2025-06-25T22:07:31","consolidate","QUERY","False","Optimizer-Worker"
"db://campaigns","2025-05-31T17:50:35","read","MERGE","False","MCP-Server"
"db://leads","2025-05-08T17:51:12","read","SELECT","False","MCP-Server"
"cache://memory","2025-06-27T04:26:25","read","SELECT","True","Agent-Client"
"analytics://events","2025-08-23T03:40:08","search","UPSERT","True","MCP-Server"
"db://interactions","2025-06-07T03:56:08","write","MERGE","True","Optimizer-Worker"
"cache://memory","2025-06-11T17:29:58","read","UPSERT","True","MCP-Server"
"db://leads","2025-05-14T06:35:26","write","SELECT","True","Optimizer-Worker"
"db://campaigns","2025-05-02T05:16:17","read","QUERY","True","MCP-Server"
"kg://graph","2025-05-12T08:09:04","write","INSERT","True","Optimizer-Worker"
"db://interactions","2025-05-18T14:28:37","consolidate","MERGE","True","MCP-Server"
"db://leads","2025-07-18T18:48:40","write","UPSERT","True","Agent-Client"
"cache://memory","2025-05-04T22:21:43","read","INSERT","True","Agent-Client"
"db://campaigns","2025-06-01T19:57:27","write","SELECT","True","Agent-Client"
"analytics://events","2025-07-23T01:59:58","read","UPDATE","True","Optimizer-Worker"
"db://campaigns","2025-08-15T19:19:42","read","SELECT","True","Agent-Client"
"db://interactions","2025-07-12T02:09:43","write","MERGE","True","MCP-Server"
"db://campaigns","2025-06-22T07:42:27","search","SELECT","True","MCP-Server"
"db://campaigns","2025-07-29T23:32:49","search","UPSERT","True","Optimizer-Worker"
"cache://memory","2025-07-31T19:15:44","consolidate","UPDATE","False","Optimizer-Worker"
"db://campaigns","2025-07-26T22:47:29","read","QUERY","False","Optimizer-Worker"
"db://interactions","2025-07-21T00:07:22","search","SELECT","True","Optimizer-Worker"
"db://leads","2025-08-12T21:52:14","consolidate","SELECT","True","MCP-Server"
"analytics://events","2025-06-25T16:31:51","search","INSERT","True","MCP-Server"
"cache://memory","2025-06-22T20:07:01","write","UPSERT","True","Optimizer-Worker"
"analytics://events","2025-08-23T10:58:30","read","MERGE","True","MCP-Server"
"analytics://events","2025-05-27T17:28:20","write","SELECT","False","Agent-Client"
"db://interactions","2025-07-20T19:17:09","consolidate","INSERT","True","MCP-Server"
"db://interactions","2025-05-06T03:56:10","consolidate","INSERT","True","Optimizer-Worker"
"db://leads","2025-06-15T20:08:19","write","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-06-09T19:55:44","search","INSERT","False","Optimizer-Worker"
"db://interactions","2025-05-16T16:33:15","consolidate","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-08-17T08:32:42","consolidate","MERGE","False","Optimizer-Worker"
"cache://memory","2025-08-25T06:03:35","write","INSERT","True","Agent-Client"
"db://campaigns","2025-07-13T07:12:09","write","SELECT","False","Agent-Client"
"db://leads","2025-07-31T12:50:49","write","QUERY","True","Agent-Client"
"cache://memory","2025-06-10T09:01:18","write","QUERY","True","Optimizer-Worker"
"db://leads","2025-08-24T16:02:32","read","INSERT","False","MCP-Server"
"cache://memory","2025-08-27T21:22:11","read","QUERY","False","MCP-Server"
"db://campaigns","2025-08-05T13:31:22","search","UPDATE","False","Agent-Client"
"cache://memory","2025-07-06T07:57:00","read","MERGE","True","MCP-Server"
"db://leads","2025-05-26T10:19:20","search","SELECT","True","Optimizer-Worker"
"cache://memory","2025-07-19T15:44:37","read","SELECT","True","Optimizer-Worker"
"db://leads","2025-08-26T14:40:26","consolidate","QUERY","True","Optimizer-Worker"
"kg://graph","2025-08-20T17:57:21","search","UPSERT","True","MCP-Server"
"cache://memory","2025-05-18T17:58:57","consolidate","UPDATE","True","Optimizer-Worker"
"db://campaigns","2025-06-19T01:49:11","read","UPDATE","True","MCP-Server"
"kg://graph","2025-07-12T18:47:41","search","QUERY","False","Optimizer-Worker"
"analytics://events","2025-06-08T17:09:26","read","UPSERT","True","Optimizer-Worker"
"db://leads","2025-06-15T11:23:23","write","QUERY","False","Agent-Client"
"db://campaigns","2025-08-05T23:15:59","write","MERGE","True","MCP-Server"
"db://interactions","2025-05-25T06:03:04","search","SELECT","True","Agent-Client"
"db://interactions","2025-05-28T18:35:35","write","SELECT","True","MCP-Server"
"db://leads","2025-05-26T12:39:55","search","UPSERT","True","Optimizer-Worker"
"cache://memory","2025-08-06T03:13:54","write","QUERY","True","Optimizer-Worker"
"kg://graph","2025-05-26T10:09:35","consolidate","MERGE","True","Agent-Client"
"db://leads","2025-05-07T07:13:18","read","UPSERT","True","Optimizer-Worker"
"db://interactions","2025-07-15T19:13:52","write","UPSERT","True","Optimizer-Worker"
"db://campaigns","2025-08-24T14:12:11","consolidate","QUERY","False","MCP-Server"
"db://interactions","2025-07-05T14:42:13","consolidate","SELECT","False","MCP-Server"
"kg://graph","2025-06-04T21:09:01","search","QUERY","True","Agent-Client"
"cache://memory","2025-05-18T21:12:31","search","INSERT","False","MCP-Server"
"analytics://events","2025-05-03T06:05:10","consolidate","UPSERT","True","Optimizer-Worker"
"kg://graph","2025-07-25T11:23:53","write","QUERY","True","Agent-Client"
"db://leads","2025-05-17T22:30:43","write","UPSERT","True","MCP-Server"
"db://interactions","2025-07-15T23:53:24","search","MERGE","True","Agent-Client"
"kg://graph","2025-06-02T07:05:01","search","UPSERT","True","Optimizer-Worker"
"kg://graph","2025-08-07T11:18:37","search","MERGE","False","MCP-Server"
"db://campaigns","2025-05-05T19:45:49","consolidate","QUERY","True","Optimizer-Worker"
"kg://graph","2025-06-14T23:13:44","read","UPSERT","True","Optimizer-Worker"
"db://campaigns","2025-06-27T01:49:06","write","UPSERT","True","Optimizer-Worker"
"db://leads","2025-07-15T00:15:59","search","MERGE","True","Agent-Client"
"kg://graph","2025-07-28T10:45:12","write","SELECT","True","Optimizer-Worker"
"db://interactions","2025-08-26T16:53:17","consolidate","QUERY","True","Agent-Client"
"kg://graph","2025-06-14T05:42:15","read","UPDATE","True","MCP-Server"
"cache://memory","2025-05-31T01:38:59","search","QUERY","True","Optimizer-Worker"
"cache://memory","2025-06-01T18:58:54","write","UPDATE","True","MCP-Server"
"db://interactions","2025-08-06T03:40:33","consolidate","UPDATE","False","Agent-Client"
"analytics://events","2025-06-25T08:35:17","write","UPDATE","True","Optimizer-Worker"
"db://campaigns","2025-05-12T17:24:57","consolidate","INSERT","False","MCP-Server"
"db://leads","2025-07-02T03:43:36","read","UPDATE","True","MCP-Server"
"db://leads","2025-07-23T08:37:31","consolidate","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-06-24T13:40:53","consolidate","SELECT","True","Optimizer-Worker"
"kg://graph","2025-07-20T22:47:08","write","SELECT","True","Optimizer-Worker"
"cache://memory","2025-08-13T07:09:10","consolidate","MERGE","True","MCP-Server"
"db://leads","2025-07-13T00:09:11","consolidate","UPDATE","True","MCP-Server"
"db://campaigns","2025-05-22T09:17:06","search","INSERT","False","Optimizer-Worker"
"db://campaigns","2025-05-20T14:25:17","write","QUERY","True","MCP-Server"
"analytics://events","2025-06-04T13:23:03","consolidate","SELECT","True","Agent-Client"
"db://interactions","2025-08-04T22:05:46","write","QUERY","True","Agent-Client"
"kg://graph","2025-07-14T07:34:04","search","SELECT","False","Agent-Client"
"kg://graph","2025-06-16T06:41:36","search","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-05-24T15:05:14","search","INSERT","False","Optimizer-Worker"
"analytics://events","2025-06-30T22:38:11","read","SELECT","False","MCP-Server"
"kg://graph","2025-07-12T23:16:57","read","INSERT","True","MCP-Server"
"analytics://events","2025-05-30T02:59:08","write","SELECT","True","Optimizer-Worker"
"kg://graph","2025-08-05T22:21:06","consolidate","UPSERT","True","MCP-Server"
"db://leads","2025-06-25T19:50:39","search","UPDATE","False","Optimizer-Worker"
"db://interactions","2025-07-03T10:27:41","write","QUERY","True","Optimizer-Worker"
"db://leads","2025-05-30T01:11:53","read","UPSERT","True","Optimizer-Worker"
"db://interactions","2025-05-01T10:43:59","write","QUERY","False","MCP-Server"
"db://interactions","2025-05-22T14:14:57","write","UPDATE","False","MCP-Server"
"db://leads","2025-05-14T17:48:17","write","MERGE","True","MCP-Server"
"db://leads","2025-05-01T02:20:34","consolidate","UPDATE","True","Agent-Client"
"kg://graph","2025-05-06T16:17:57","read","UPDATE","True","Agent-Client"
"db://leads","2025-08-27T20:21:48","read","MERGE","True","MCP-Server"
"kg://graph","2025-07-14T02:25:34","consolidate","MERGE","True","MCP-Server"
"cache://memory","2025-07-11T13:00:22","consolidate","UPSERT","True","MCP-Server"
"kg://graph","2025-07-24T14:47:11","read","INSERT","True","Optimizer-Worker"
"db://campaigns","2025-07-24T08:02:21","read","QUERY","True","Agent-Client"
"kg://graph","2025-07-03T14:16:51","consolidate","UPSERT","False","MCP-Server"
"db://leads","2025-05-17T22:11:32","read","UPDATE","True","MCP-Server"
"db://leads","2025-06-07T17:20:10","read","INSERT","True","MCP-Server"
"analytics://events","2025-06-19T18:18:16","search","UPSERT","False","Agent-Client"
"db://leads","2025-05-06T00:52:10","search","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-08-03T13:46:11","read","UPSERT","True","Agent-Client"
"db://interactions","2025-06-04T07:52:52","write","INSERT","False","Agent-Client"
"db://campaigns","2025-07-15T17:00:51","write","UPSERT","False","Optimizer-Worker"
"cache://memory","2025-08-07T16:19:23","search","UPSERT","True","Optimizer-Worker"
"kg://graph","2025-05-31T23:52:06","read","SELECT","True","MCP-Server"
"cache://memory","2025-08-26T19:55:01","consolidate","QUERY","True","Agent-Client"
"cache://memory","2025-07-15T18:38:52","read","UPSERT","False","Optimizer-Worker"
"analytics://events","2025-05-26T08:59:20","write","UPDATE","False","Agent-Client"
"db://leads","2025-05-22T21:29:38","read","SELECT","True","Optimizer-Worker"
"analytics://events","2025-05-04T01:24:21","consolidate","UPSERT","False","Agent-Client"
"db://interactions","2025-08-10T13:09:23","consolidate","UPSERT","False","Optimizer-Worker"
"cache://memory","2025-05-23T07:37:43","write","QUERY","True","Optimizer-Worker"
"analytics://events","2025-06-17T23:53:02","write","SELECT","False","Optimizer-Worker"
"kg://graph","2025-08-12T19:23:17","consolidate","UPDATE","True","Agent-Client"
"db://interactions","2025-07-09T04:53:19","search","MERGE","True","Agent-Client"
"cache://memory","2025-05-23T10:49:12","write","UPDATE","True","Optimizer-Worker"
"cache://memory","2025-06-10T11:13:52","consolidate","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-06-30T20:24:35","write","QUERY","True","Agent-Client"
"db://leads","2025-07-02T09:46:35","write","INSERT","True","Agent-Client"
"db://campaigns","2025-05-01T07:13:46","search","INSERT","True","Agent-Client"
"kg://graph","2025-08-09T20:27:55","read","SELECT","False","MCP-Server"
"analytics://events","2025-06-27T18:04:20","search","INSERT","True","Optimizer-Worker"
"cache://memory","2025-08-09T17:26:52","write","INSERT","True","Optimizer-Worker"
"db://interactions","2025-05-28T06:53:28","search","MERGE","True","Agent-Client"
"kg://graph","2025-07-29T03:01:03","write","MERGE","False","Optimizer-Worker"
"db://campaigns","2025-06-10T18:03:30","search","INSERT","True","Optimizer-Worker"
"kg://graph","2025-06-21T18:03:01","consolidate","UPDATE","True","Optimizer-Worker"
"db://campaigns","2025-06-16T04:57:44","search","MERGE","True","MCP-Server"
"analytics://events","2025-07-18T07:09:33","consolidate","INSERT","True","MCP-Server"
"kg://graph","2025-08-12T14:21:39","write","INSERT","True","Agent-Client"
"analytics://events","2025-05-07T04:14:23","read","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-08-21T01:16:04","search","SELECT","False","Optimizer-Worker"
"kg://graph","2025-07-16T13:13:17","write","QUERY","True","Optimizer-Worker"
"db://leads","2025-08-27T04:50:15","read","QUERY","True","Optimizer-Worker"
"db://interactions","2025-05-22T14:32:13","consolidate","UPDATE","True","Optimizer-Worker"
"db://leads","2025-06-19T06:36:43","read","QUERY","True","MCP-Server"
"db://leads","2025-08-10T14:49:44","read","INSERT","False","Optimizer-Worker"
"db://interactions","2025-08-18T04:18:56","read","MERGE","False","Agent-Client"
"db://campaigns","2025-07-28T18:18:58","write","INSERT","True","Optimizer-Worker"
"cache://memory","2025-05-30T17:20:01","consolidate","INSERT","False","MCP-Server"
"db://interactions","2025-06-18T02:04:51","write","MERGE","True","Optimizer-Worker"
"kg://graph","2025-06-21T20:52:56","write","MERGE","True","Optimizer-Worker"
"cache://memory","2025-07-03T21:05:52","consolidate","SELECT","True","Agent-Client"
"db://interactions","2025-05-06T05:46:05","write","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-06-02T07:15:12","search","UPSERT","True","MCP-Server"
"db://interactions","2025-06-09T03:48:23","search","QUERY","True","Agent-Client"
"db://campaigns","2025-05-12T04:39:15","read","QUERY","True","MCP-Server"
"db://leads","2025-07-02T19:31:03","write","QUERY","False","MCP-Server"
"db://campaigns","2025-08-07T12:56:35","consolidate","INSERT","True","Agent-Client"
"db://leads","2025-05-28T05:22:00","search","SELECT","False","Agent-Client"
"db://leads","2025-08-17T02:05:05","search","QUERY","True","Agent-Client"
"db://leads","2025-08-19T23:34:51","consolidate","SELECT","True","Optimizer-Worker"
"kg://graph","2025-07-16T08:10:54","write","QUERY","True","MCP-Server"
"kg://graph","2025-05-04T07:41:11","write","SELECT","True","MCP-Server"
"db://leads","2025-06-02T02:36:26","consolidate","SELECT","True","MCP-Server"
"kg://graph","2025-08-10T15:19:55","search","UPSERT","True","Optimizer-Worker"
"kg://graph","2025-05-26T12:57:29","read","QUERY","False","Optimizer-Worker"
"db://campaigns","2025-06-28T00:10:50","search","INSERT","True","MCP-Server"
"db://leads","2025-05-18T16:12:02","write","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-08-17T07:29:54","read","MERGE","False","MCP-Server"
"db://interactions","2025-05-02T09:11:46","write","MERGE","False","Agent-Client"
"db://campaigns","2025-05-22T16:06:25","write","UPSERT","True","Optimizer-Worker"
"kg://graph","2025-08-13T00:12:50","search","QUERY","True","MCP-Server"
"kg://graph","2025-08-10T09:22:33","write","SELECT","True","MCP-Server"
"db://leads","2025-05-02T10:47:57","search","INSERT","True","Agent-Client"
"db://interactions","2025-08-17T23:44:16","consolidate","SELECT","True","Agent-Client"
"db://interactions","2025-05-29T15:23:40","consolidate","INSERT","True","Optimizer-Worker"
"db://interactions","2025-05-01T01:49:08","consolidate","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-05-15T23:36:34","write","INSERT","True","Optimizer-Worker"
"kg://graph","2025-07-07T03:23:26","read","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-07-30T22:40:53","write","MERGE","False","Agent-Client"
"db://leads","2025-05-10T15:58:33","write","INSERT","True","Optimizer-Worker"
"kg://graph","2025-07-19T03:33:12","consolidate","QUERY","True","MCP-Server"
"analytics://events","2025-08-02T00:40:04","write","QUERY","True","Optimizer-Worker"
"analytics://events","2025-05-04T10:06:13","read","QUERY","True","Agent-Client"
"analytics://events","2025-08-20T19:54:55","write","UPSERT","True","Agent-Client"
"db://campaigns","2025-08-19T08:53:05","read","SELECT","True","MCP-Server"
"db://campaigns","2025-07-19T18:18:19","consolidate","QUERY","True","Agent-Client"
"db://campaigns","2025-05-08T07:17:32","write","MERGE","True","MCP-Server"
"db://leads","2025-06-20T06:37:33","consolidate","MERGE","False","MCP-Server"
"kg://graph","2025-06-27T13:54:09","write","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-06-03T09:34:51","consolidate","MERGE","True","Optimizer-Worker"
"db://interactions","2025-06-02T19:02:12","consolidate","QUERY","False","Optimizer-Worker"
"kg://graph","2025-05-17T23:05:29","write","INSERT","True","Agent-Client"
"cache://memory","2025-05-19T23:42:21","write","MERGE","False","Agent-Client"
"db://campaigns","2025-07-28T14:25:52","read","QUERY","True","Agent-Client"
"db://campaigns","2025-05-05T09:30:34","search","MERGE","True","MCP-Server"
"db://leads","2025-08-07T19:16:32","search","UPSERT","True","MCP-Server"
"analytics://events","2025-08-16T23:42:57","write","UPDATE","False","MCP-Server"
"kg://graph","2025-06-01T10:48:11","write","SELECT","True","Optimizer-Worker"
"kg://graph","2025-07-16T23:31:03","search","MERGE","True","MCP-Server"
"db://leads","2025-05-20T11:21:00","write","QUERY","True","Agent-Client"
"db://interactions","2025-08-17T13:00:38","read","SELECT","True","MCP-Server"
"db://campaigns","2025-06-24T03:03:50","search","QUERY","False","MCP-Server"
"db://interactions","2025-06-25T20:11:10","consolidate","INSERT","True","Agent-Client"
"db://leads","2025-07-23T23:03:22","consolidate","MERGE","False","MCP-Server"
"db://leads","2025-05-22T02:46:41","consolidate","UPDATE","True","MCP-Server"
"db://leads","2025-06-27T16:10:28","search","INSERT","True","MCP-Server"
"analytics://events","2025-05-16T10:33:30","write","SELECT","True","MCP-Server"
"db://interactions","2025-06-20T03:18:14","read","QUERY","True","Agent-Client"
"cache://memory","2025-08-10T19:15:35","search","UPSERT","False","Optimizer-Worker"
"kg://graph","2025-06-04T11:51:48","read","QUERY","True","Optimizer-Worker"
"analytics://events","2025-05-11T12:56:22","write","UPSERT","False","Agent-Client"
"kg://graph","2025-07-23T14:59:01","consolidate","UPDATE","False","Optimizer-Worker"
"analytics://events","2025-08-21T23:48:24","read","INSERT","True","MCP-Server"
"db://interactions","2025-06-24T22:36:21","write","SELECT","True","Agent-Client"
"cache://memory","2025-06-28T21:02:51","write","INSERT","True","MCP-Server"
"analytics://events","2025-07-29T17:45:25","consolidate","UPSERT","False","Agent-Client"
"cache://memory","2025-08-19T10:07:07","write","UPSERT","True","MCP-Server"
"db://campaigns","2025-07-09T21:11:45","write","MERGE","False","Agent-Client"
"analytics://events","2025-07-11T05:57:43","consolidate","MERGE","True","Agent-Client"
"db://leads","2025-06-26T20:05:15","consolidate","UPSERT","False","MCP-Server"
"db://leads","2025-07-20T21:48:24","write","SELECT","True","MCP-Server"
"cache://memory","2025-07-24T05:45:29","write","UPDATE","False","MCP-Server"
"analytics://events","2025-08-07T03:13:21","search","UPSERT","False","Optimizer-Worker"
"analytics://events","2025-07-03T02:49:28","write","UPSERT","True","Optimizer-Worker"
"cache://memory","2025-05-06T04:30:54","write","INSERT","True","Optimizer-Worker"
"kg://graph","2025-07-24T07:21:26","search","INSERT","True","Agent-Client"
"cache://memory","2025-05-30T02:30:21","consolidate","INSERT","True","Agent-Client"
"analytics://events","2025-08-05T05:05:34","write","MERGE","False","MCP-Server"
"kg://graph","2025-07-18T13:21:59","search","QUERY","True","Agent-Client"
"db://leads","2025-07-27T12:48:05","consolidate","UPSERT","True","Optimizer-Worker"
"cache://memory","2025-07-30T06:14:31","write","UPSERT","True","Optimizer-Worker"
"db://interactions","2025-08-02T00:58:13","read","MERGE","False","MCP-Server"
"cache://memory","2025-07-08T18:47:24","search","UPSERT","True","Optimizer-Worker"
"db://leads","2025-08-26T06:07:02","search","QUERY","False","Agent-Client"
"analytics://events","2025-05-17T20:39:34","write","UPSERT","True","MCP-Server"
"kg://graph","2025-06-29T21:13:07","search","QUERY","True","MCP-Server"
"db://campaigns","2025-06-23T11:04:11","search","UPDATE","False","Agent-Client"
"kg://graph","2025-06-18T19:57:03","read","MERGE","True","Agent-Client"
"db://campaigns","2025-07-25T05:29:34","consolidate","QUERY","True","Agent-Client"
"kg://graph","2025-08-09T21:36:39","consolidate","SELECT","True","MCP-Server"
"db://campaigns","2025-06-06T21:19:32","write","SELECT","True","Agent-Client"
"db://campaigns","2025-06-12T06:59:02","write","INSERT","False","Optimizer-Worker"
"cache://memory","2025-08-24T21:37:21","search","QUERY","False","MCP-Server"
"db://interactions","2025-07-22T15:56:37","read","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-07-02T06:44:54","search","UPSERT","True","Optimizer-Worker"
"db://leads","2025-07-20T08:14:55","write","MERGE","True","Optimizer-Worker"
"db://leads","2025-07-10T12:40:27","read","INSERT","False","Optimizer-Worker"
"analytics://events","2025-07-27T16:28:51","search","UPDATE","True","Optimizer-Worker"
"db://campaigns","2025-06-08T20:23:33","write","UPDATE","True","Agent-Client"
"kg://graph","2025-07-27T17:01:56","write","UPDATE","False","MCP-Server"
"analytics://events","2025-08-28T02:13:57","write","QUERY","True","Agent-Client"
"db://campaigns","2025-06-01T01:27:08","write","MERGE","True","Optimizer-Worker"
"cache://memory","2025-05-22T06:42:36","search","QUERY","True","Optimizer-Worker"
"db://interactions","2025-08-23T12:53:00","consolidate","SELECT","True","Agent-Client"
"kg://graph","2025-08-16T02:26:31","consolidate","MERGE","True","Optimizer-Worker"
"db://leads","2025-08-16T17:32:24","write","MERGE","False","Optimizer-Worker"
"db://campaigns","2025-08-02T07:05:38","read","INSERT","True","Optimizer-Worker"
"cache://memory","2025-06-19T13:49:59","search","MERGE","True","MCP-Server"
"db://leads","2025-08-03T04:24:31","search","UPDATE","True","Agent-Client"
"db://leads","2025-05-02T18:44:28","search","MERGE","True","Agent-Client"
"db://interactions","2025-06-26T10:11:25","consolidate","QUERY","True","Optimizer-Worker"
"analytics://events","2025-06-13T01:10:36","consolidate","INSERT","True","Agent-Client"
"db://campaigns","2025-08-15T06:33:30","read","SELECT","True","MCP-Server"
"kg://graph","2025-07-18T13:06:35","write","INSERT","False","MCP-Server"
"db://leads","2025-06-06T17:32:31","write","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-07-27T00:57:18","read","UPDATE","False","Optimizer-Worker"
"db://campaigns","2025-08-19T23:12:42","search","UPSERT","True","Agent-Client"
"kg://graph","2025-05-03T10:03:30","write","INSERT","False","MCP-Server"
"db://interactions","2025-08-25T09:50:02","search","MERGE","True","Optimizer-Worker"
"cache://memory","2025-08-07T12:36:53","read","SELECT","True","Optimizer-Worker"
"kg://graph","2025-05-24T05:57:44","read","MERGE","True","Agent-Client"
"db://interactions","2025-05-15T20:18:29","consolidate","SELECT","True","Agent-Client"
"db://leads","2025-06-20T15:42:15","read","INSERT","True","Optimizer-Worker"
"analytics://events","2025-06-20T10:16:38","consolidate","MERGE","True","Optimizer-Worker"
"db://interactions","2025-06-10T01:14:44","write","UPDATE","False","Optimizer-Worker"
"kg://graph","2025-07-04T06:24:01","consolidate","UPDATE","True","MCP-Server"
"cache://memory","2025-07-09T04:52:30","write","INSERT","False","Agent-Client"
"db://interactions","2025-07-07T15:57:05","search","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-05-24T17:47:53","read","UPSERT","False","MCP-Server"
