"rpc_id","timestamp","transport","method","params_bytes","duration_ms","status_code","source_agent_type","target_resource"
"RPC009791","2025-08-06T04:50:14","WebSocket","searchGraph","1542","776","400","Optimizer","kg://graph"
"RPC009792","2025-06-08T11:33:46","WebSocket","getLead","1853","838","400","LeadTriage","kg://graph"
"RPC009793","2025-05-24T12:26:27","HTTP","searchGraph","1000","455","200","Engagement","kg://graph"
"RPC009794","2025-06-15T14:24:28","HTTP","optimizeCampaign","2830","40","200","LeadTriage","cache://memory"
"RPC009795","2025-05-26T15:36:56","WebSocket","updateLead","3130","851","400","Optimizer","analytics://events"
"RPC009796","2025-08-03T09:07:18","WebSocket","getLead","3775","741","401","Engagement","kg://graph"
"RPC009797","2025-08-14T18:07:58","WebSocket","recommendAction","1038","1220","200","Engagement","analytics://events"
"RPC009798","2025-05-20T12:52:34","WebSocket","updateLead","4360","1039","200","LeadTriage","kg://graph"
"RPC009799","2025-05-24T16:19:46","HTTP","searchGraph","286","164","401","LeadTriage","kg://graph"
"RPC009800","2025-08-18T01:26:16","WebSocket","optimizeCampaign","3879","149","200","Engagement","cache://memory"
"RPC009801","2025-08-13T04:49:50","WebSocket","fetchMemory","1915","537","403","Engagement","cache://memory"
"RPC009802","2025-06-01T15:01:55","WebSocket","getLead","3421","824","403","LeadTriage","analytics://events"
"RPC009803","2025-06-12T04:38:36","WebSocket","getLead","2379","426","200","Engagement","db://leads"
"RPC009804","2025-08-10T03:12:27","WebSocket","optimizeCampaign","2157","95","200","LeadTriage","kg://graph"
"RPC009805","2025-06-09T12:56:26","HTTP","updateLead","1396","868","400","Engagement","db://interactions"
"RPC009806","2025-08-13T05:25:25","HTTP","fetchMemory","915","1324","400","Engagement","db://leads"
"RPC009807","2025-06-15T10:55:43","WebSocket","trackEvent","3062","1194","403","LeadTriage","cache://memory"
"RPC009808","2025-07-17T18:47:48","WebSocket","trackEvent","4432","998","500","Engagement","kg://graph"
"RPC009809","2025-07-03T07:56:25","HTTP","storeMemory","3871","913","200","LeadTriage","db://leads"
"RPC009810","2025-07-20T08:26:24","WebSocket","trackEvent","3899","248","500","LeadTriage","cache://memory"
"RPC009811","2025-05-14T17:57:43","WebSocket","storeMemory","1299","370","200","LeadTriage","cache://memory"
"RPC009812","2025-08-01T08:18:34","HTTP","recommendAction","3377","745","200","Optimizer","kg://graph"
"RPC009813","2025-07-28T11:12:21","HTTP","trackEvent","3575","433","200","Optimizer","db://interactions"
"RPC009814","2025-06-29T18:46:25","WebSocket","trackEvent","4391","936","200","Optimizer","db://interactions"
"RPC009815","2025-06-20T02:12:05","WebSocket","fetchMemory","4936","1186","403","LeadTriage","db://leads"
"RPC009816","2025-05-13T15:45:03","HTTP","searchGraph","2285","1487","200","Optimizer","kg://graph"
"RPC009817","2025-08-08T15:49:33","HTTP","optimizeCampaign","4386","793","500","LeadTriage","analytics://events"
"RPC009818","2025-08-21T03:43:48","HTTP","optimizeCampaign","2390","1153","200","Optimizer","db://interactions"
"RPC009819","2025-07-08T17:13:49","HTTP","storeMemory","2009","136","200","LeadTriage","cache://memory"
"RPC009820","2025-08-27T14:01:42","WebSocket","updateLead","1011","348","500","Engagement","cache://memory"
"RPC009821","2025-05-09T21:23:46","HTTP","fetchMemory","1918","333","200","Optimizer","cache://memory"
"RPC009822","2025-05-18T01:00:52","HTTP","updateLead","1693","414","200","LeadTriage","db://leads"
"RPC009823","2025-05-11T00:55:28","HTTP","getLead","4261","62","401","Engagement","cache://memory"
"RPC009824","2025-05-06T20:47:32","WebSocket","trackEvent","3572","1375","401","Engagement","db://interactions"
"RPC009825","2025-05-07T08:11:37","WebSocket","storeMemory","1183","993","200","LeadTriage","cache://memory"
"RPC009826","2025-06-09T05:06:07","WebSocket","getLead","4126","1239","200","Optimizer","db://leads"
"RPC009827","2025-07-21T06:09:19","HTTP","fetchMemory","4908","11","403","Engagement","cache://memory"
"RPC009828","2025-07-23T04:48:47","HTTP","searchGraph","4612","97","200","Optimizer","kg://graph"
"RPC009829","2025-05-21T18:25:55","HTTP","trackEvent","1288","353","403","Engagement","db://interactions"
"RPC009830","2025-05-18T03:34:35","WebSocket","consolidateMemory","2503","524","400","LeadTriage","kg://graph"
"RPC009831","2025-08-25T11:01:01","WebSocket","trackEvent","1444","353","500","Optimizer","cache://memory"
"RPC009832","2025-07-12T07:00:02","HTTP","fetchMemory","4681","1378","200","LeadTriage","kg://graph"
"RPC009833","2025-08-01T07:28:15","WebSocket","optimizeCampaign","1713","932","403","Optimizer","db://leads"
"RPC009834","2025-08-27T06:51:29","HTTP","recommendAction","3206","663","400","Engagement","db://interactions"
"RPC009835","2025-06-16T12:24:34","HTTP","fetchMemory","4958","775","401","Optimizer","db://leads"
"RPC009836","2025-06-13T20:42:38","HTTP","getLead","2882","808","401","Optimizer","kg://graph"
"RPC009837","2025-06-18T22:24:38","WebSocket","trackEvent","589","509","401","Engagement","kg://graph"
"RPC009838","2025-08-21T14:41:13","WebSocket","updateLead","2910","1130","200","Optimizer","db://leads"
"RPC009839","2025-06-24T06:29:59","HTTP","storeMemory","4351","340","401","Engagement","kg://graph"
"RPC009840","2025-06-25T09:48:33","HTTP","storeMemory","2847","604","200","Optimizer","cache://memory"
"RPC009841","2025-06-03T11:21:26","HTTP","getLead","2532","1001","200","LeadTriage","db://leads"
"RPC009842","2025-07-15T20:33:43","HTTP","searchGraph","692","140","200","Optimizer","kg://graph"
"RPC009843","2025-07-09T13:08:04","WebSocket","getLead","3612","978","200","Engagement","analytics://events"
"RPC009844","2025-06-20T22:12:00","HTTP","recommendAction","4757","653","400","Optimizer","analytics://events"
"RPC009845","2025-05-01T00:44:49","WebSocket","getLead","489","1435","200","Optimizer","cache://memory"
"RPC009846","2025-08-09T23:34:18","HTTP","recommendAction","4652","1212","200","Optimizer","db://interactions"
"RPC009847","2025-06-30T19:14:17","WebSocket","consolidateMemory","2864","1051","403","Engagement","analytics://events"
"RPC009848","2025-06-17T16:57:52","WebSocket","getLead","2766","1379","401","LeadTriage","db://leads"
"RPC009849","2025-06-22T19:24:18","HTTP","getLead","331","124","200","Optimizer","kg://graph"
"RPC009850","2025-07-21T07:23:28","WebSocket","recommendAction","4907","360","200","Engagement","cache://memory"
"RPC009851","2025-07-27T09:28:22","WebSocket","optimizeCampaign","1426","633","200","Optimizer","cache://memory"
"RPC009852","2025-08-21T04:05:21","HTTP","updateLead","1788","265","401","Optimizer","cache://memory"
"RPC009853","2025-07-03T19:58:18","HTTP","searchGraph","905","1441","200","Engagement","kg://graph"
"RPC009854","2025-07-03T18:00:47","HTTP","getLead","1320","553","200","LeadTriage","kg://graph"
"RPC009855","2025-05-01T08:13:44","WebSocket","trackEvent","1505","1186","200","Engagement","kg://graph"
"RPC009856","2025-08-06T17:14:06","HTTP","updateLead","2227","58","200","Engagement","db://interactions"
"RPC009857","2025-07-08T20:21:39","HTTP","storeMemory","3414","221","200","LeadTriage","db://leads"
"RPC009858","2025-06-03T07:51:07","WebSocket","fetchMemory","2646","172","401","Optimizer","kg://graph"
"RPC009859","2025-06-28T22:31:35","WebSocket","recommendAction","4967","267","200","Engagement","db://interactions"
"RPC009860","2025-07-31T04:56:34","WebSocket","trackEvent","3342","1373","500","Optimizer","analytics://events"
"RPC009861","2025-08-05T19:13:58","HTTP","optimizeCampaign","4966","1431","200","Optimizer","kg://graph"
"RPC009862","2025-05-08T23:43:14","HTTP","optimizeCampaign","2174","563","200","LeadTriage","cache://memory"
"RPC009863","2025-08-12T12:24:07","WebSocket","fetchMemory","1675","469","400","LeadTriage","db://interactions"
"RPC009864","2025-07-30T02:17:45","WebSocket","recommendAction","3495","104","403","LeadTriage","kg://graph"
"RPC009865","2025-05-22T12:47:50","HTTP","fetchMemory","3050","1205","500","Engagement","analytics://events"
"RPC009866","2025-06-25T13:31:01","WebSocket","storeMemory","3603","225","200","LeadTriage","kg://graph"
"RPC009867","2025-07-22T06:57:19","HTTP","recommendAction","4428","908","200","Optimizer","kg://graph"
"RPC009868","2025-05-28T17:29:50","HTTP","storeMemory","580","1475","400","Optimizer","kg://graph"
"RPC009869","2025-06-03T11:19:39","WebSocket","consolidateMemory","416","216","200","Engagement","kg://graph"
"RPC009870","2025-07-11T20:25:00","HTTP","storeMemory","729","1082","403","LeadTriage","analytics://events"
"RPC009871","2025-06-20T17:16:02","HTTP","optimizeCampaign","4090","1468","200","LeadTriage","analytics://events"
"RPC009872","2025-05-11T08:20:28","WebSocket","recommendAction","2593","1233","401","Engagement","db://interactions"
"RPC009873","2025-06-19T23:25:54","WebSocket","trackEvent","2193","1489","200","Optimizer","analytics://events"
"RPC009874","2025-06-09T07:27:53","HTTP","getLead","1912","167","400","Optimizer","cache://memory"
"RPC009875","2025-06-13T14:52:01","WebSocket","getLead","3139","208","400","Optimizer","db://interactions"
"RPC009876","2025-05-08T18:10:10","WebSocket","getLead","597","154","200","LeadTriage","analytics://events"
"RPC009877","2025-06-26T17:21:48","HTTP","trackEvent","2675","12","403","Engagement","cache://memory"
"RPC009878","2025-08-03T19:38:22","WebSocket","consolidateMemory","3400","418","401","Engagement","db://leads"
"RPC009879","2025-08-21T08:50:57","HTTP","recommendAction","3918","807","200","LeadTriage","kg://graph"
"RPC009880","2025-07-12T17:35:25","WebSocket","searchGraph","1110","57","403","Optimizer","analytics://events"
"RPC009881","2025-08-25T13:21:07","HTTP","storeMemory","3348","1221","500","Engagement","db://interactions"
"RPC009882","2025-05-20T13:10:36","WebSocket","recommendAction","4683","491","500","Engagement","db://leads"
"RPC009883","2025-08-16T20:39:28","HTTP","consolidateMemory","2681","320","400","Optimizer","analytics://events"
"RPC009884","2025-07-30T22:42:22","WebSocket","optimizeCampaign","540","336","200","Optimizer","cache://memory"
"RPC009885","2025-08-12T17:39:53","HTTP","fetchMemory","3661","245","401","LeadTriage","analytics://events"
"RPC009886","2025-05-01T16:16:29","WebSocket","storeMemory","2842","1225","400","Engagement","analytics://events"
"RPC009887","2025-05-31T08:53:50","WebSocket","recommendAction","3626","938","500","Optimizer","kg://graph"
"RPC009888","2025-07-24T02:21:41","HTTP","fetchMemory","1512","493","401","Engagement","db://leads"
"RPC009889","2025-05-12T02:46:10","WebSocket","trackEvent","4494","1213","401","Optimizer","analytics://events"
"RPC009890","2025-06-28T13:59:10","HTTP","searchGraph","4092","282","401","Optimizer","analytics://events"
"RPC009891","2025-06-23T04:46:55","HTTP","getLead","4008","211","200","Optimizer","db://leads"
"RPC009892","2025-08-07T17:29:10","HTTP","fetchMemory","682","100","400","Engagement","db://leads"
"RPC009893","2025-06-07T02:27:02","HTTP","storeMemory","462","715","500","Optimizer","cache://memory"
"RPC009894","2025-07-11T20:15:47","WebSocket","consolidateMemory","4550","821","400","Engagement","cache://memory"
"RPC009895","2025-08-02T00:28:35","HTTP","searchGraph","3887","16","400","LeadTriage","kg://graph"
"RPC009896","2025-08-13T07:57:03","WebSocket","updateLead","3197","448","401","Optimizer","kg://graph"
"RPC009897","2025-07-26T09:36:49","HTTP","searchGraph","1291","545","500","Engagement","db://interactions"
"RPC009898","2025-05-03T01:16:19","WebSocket","updateLead","919","843","400","Optimizer","cache://memory"
"RPC009899","2025-07-30T08:51:56","WebSocket","updateLead","1672","145","200","Engagement","db://leads"
"RPC009900","2025-05-24T21:29:32","HTTP","recommendAction","1882","634","500","Optimizer","analytics://events"
"RPC009901","2025-08-09T03:21:01","HTTP","updateLead","4901","1145","200","Engagement","kg://graph"
"RPC009902","2025-08-20T21:35:35","WebSocket","optimizeCampaign","3490","1423","200","Optimizer","db://leads"
"RPC009903","2025-07-18T07:21:41","HTTP","getLead","3210","947","200","Engagement","analytics://events"
"RPC009904","2025-05-08T03:09:40","WebSocket","consolidateMemory","1650","122","200","Optimizer","db://leads"
"RPC009905","2025-05-24T09:19:51","HTTP","searchGraph","3152","1216","401","LeadTriage","analytics://events"
"RPC009906","2025-06-11T11:07:31","WebSocket","consolidateMemory","4778","1325","200","LeadTriage","db://interactions"
"RPC009907","2025-08-08T06:49:47","HTTP","trackEvent","3670","1490","200","Optimizer","db://interactions"
"RPC009908","2025-08-07T10:02:36","HTTP","optimizeCampaign","1847","822","200","LeadTriage","db://interactions"
"RPC009909","2025-05-17T01:36:10","HTTP","optimizeCampaign","4127","1336","500","Optimizer","analytics://events"
"RPC009910","2025-08-22T00:16:05","HTTP","storeMemory","202","280","403","Engagement","kg://graph"
"RPC009911","2025-05-27T09:17:00","HTTP","searchGraph","3125","949","200","Engagement","analytics://events"
"RPC009912","2025-05-05T17:17:43","HTTP","consolidateMemory","4401","193","500","Optimizer","db://leads"
"RPC009913","2025-05-28T11:18:08","WebSocket","searchGraph","956","1169","200","Optimizer","analytics://events"
"RPC009914","2025-05-02T19:36:17","WebSocket","trackEvent","2660","415","200","Engagement","cache://memory"
"RPC009915","2025-08-06T21:42:50","HTTP","updateLead","943","73","200","Optimizer","db://interactions"
"RPC009916","2025-05-15T16:43:14","HTTP","recommendAction","795","1096","200","Optimizer","db://interactions"
"RPC009917","2025-08-25T05:36:37","WebSocket","fetchMemory","607","624","200","Engagement","analytics://events"
"RPC009918","2025-08-24T22:50:31","WebSocket","updateLead","1242","947","400","LeadTriage","db://leads"
"RPC009919","2025-05-23T03:07:25","WebSocket","recommendAction","3519","372","401","Engagement","cache://memory"
"RPC009920","2025-08-18T03:28:08","HTTP","consolidateMemory","2220","34","400","Optimizer","cache://memory"
"RPC009921","2025-08-17T20:50:49","WebSocket","searchGraph","2248","514","401","Optimizer","db://leads"
"RPC009922","2025-08-07T10:58:04","WebSocket","fetchMemory","3970","817","200","Engagement","db://interactions"
"RPC009923","2025-06-17T06:56:12","WebSocket","fetchMemory","3156","1374","403","Optimizer","cache://memory"
"RPC009924","2025-08-11T01:23:56","WebSocket","recommendAction","2364","338","403","LeadTriage","db://leads"
"RPC009925","2025-08-15T15:06:48","WebSocket","consolidateMemory","1388","1030","200","LeadTriage","kg://graph"
"RPC009926","2025-06-09T06:07:56","WebSocket","getLead","1515","552","200","LeadTriage","cache://memory"
"RPC009927","2025-07-13T03:57:29","WebSocket","trackEvent","2657","1193","401","Engagement","db://leads"
"RPC009928","2025-05-19T10:21:31","HTTP","trackEvent","1486","225","500","LeadTriage","db://leads"
"RPC009929","2025-05-14T01:43:14","HTTP","searchGraph","3374","1340","200","Optimizer","analytics://events"
"RPC009930","2025-06-15T05:49:20","HTTP","recommendAction","3316","1406","200","LeadTriage","kg://graph"
"RPC009931","2025-08-20T08:59:22","WebSocket","consolidateMemory","244","210","200","Optimizer","db://leads"
"RPC009932","2025-07-30T14:17:05","WebSocket","getLead","360","305","403","LeadTriage","db://interactions"
"RPC009933","2025-06-23T00:29:38","HTTP","storeMemory","789","292","200","Engagement","kg://graph"
"RPC009934","2025-08-02T12:19:14","WebSocket","consolidateMemory","925","1287","403","Engagement","db://leads"
"RPC009935","2025-08-04T12:13:57","WebSocket","getLead","4072","496","500","LeadTriage","db://interactions"
"RPC009936","2025-05-08T23:00:53","WebSocket","optimizeCampaign","584","1343","200","Optimizer","db://leads"
"RPC009937","2025-07-02T15:48:36","HTTP","trackEvent","3756","83","400","Engagement","db://interactions"
"RPC009938","2025-07-07T09:11:55","WebSocket","recommendAction","2533","1442","400","Optimizer","cache://memory"
"RPC009939","2025-06-07T02:28:26","HTTP","getLead","3340","923","200","LeadTriage","cache://memory"
"RPC009940","2025-07-17T07:03:08","HTTP","optimizeCampaign","4730","1179","401","Optimizer","cache://memory"
"RPC009941","2025-05-03T17:11:46","HTTP","storeMemory","2088","357","500","Engagement","db://interactions"
"RPC009942","2025-05-02T07:44:15","WebSocket","searchGraph","3170","333","200","LeadTriage","kg://graph"
"RPC009943","2025-05-25T13:14:37","HTTP","fetchMemory","1511","511","200","Engagement","db://interactions"
"RPC009944","2025-06-18T11:10:58","WebSocket","trackEvent","4944","1497","401","Engagement","cache://memory"
"RPC009945","2025-05-11T14:27:14","HTTP","getLead","435","571","200","Engagement","db://interactions"
"RPC009946","2025-06-15T02:47:31","WebSocket","trackEvent","1237","859","200","LeadTriage","db://leads"
"RPC009947","2025-06-06T10:52:49","HTTP","consolidateMemory","2277","166","401","LeadTriage","analytics://events"
"RPC009948","2025-06-06T17:09:03","HTTP","getLead","4718","1267","200","Engagement","analytics://events"
"RPC009949","2025-07-25T15:14:56","HTTP","getLead","364","1140","200","Engagement","db://interactions"
"RPC009950","2025-08-09T04:16:29","WebSocket","fetchMemory","3236","784","400","Engagement","db://leads"
"RPC009951","2025-05-07T20:01:07","HTTP","optimizeCampaign","1690","975","401","Optimizer","cache://memory"
"RPC009952","2025-06-10T19:47:01","HTTP","updateLead","641","1082","200","Engagement","kg://graph"
"RPC009953","2025-06-15T00:30:31","HTTP","fetchMemory","1428","585","200","LeadTriage","kg://graph"
"RPC009954","2025-06-18T23:53:24","HTTP","updateLead","4598","122","200","Engagement","cache://memory"
"RPC009955","2025-06-26T05:37:37","WebSocket","fetchMemory","2485","672","200","Engagement","db://interactions"
"RPC009956","2025-06-08T03:32:38","HTTP","searchGraph","4869","1380","200","LeadTriage","cache://memory"
"RPC009957","2025-06-04T20:38:37","WebSocket","storeMemory","1334","134","500","Engagement","db://interactions"
"RPC009958","2025-05-19T00:29:57","HTTP","fetchMemory","360","741","401","LeadTriage","db://interactions"
"RPC009959","2025-08-04T03:15:20","HTTP","trackEvent","3770","1241","401","LeadTriage","db://interactions"
"RPC009960","2025-07-16T16:44:10","HTTP","consolidateMemory","1179","60","200","Engagement","analytics://events"
"RPC009961","2025-05-04T21:29:36","HTTP","storeMemory","602","473","200","LeadTriage","cache://memory"
"RPC009962","2025-08-26T04:23:55","WebSocket","optimizeCampaign","3908","652","200","Engagement","db://leads"
"RPC009963","2025-08-18T11:02:32","WebSocket","optimizeCampaign","4031","256","403","LeadTriage","analytics://events"
"RPC009964","2025-07-10T06:23:52","WebSocket","searchGraph","3449","224","400","Engagement","cache://memory"
"RPC009965","2025-06-15T19:19:48","HTTP","storeMemory","2370","321","200","Engagement","kg://graph"
"RPC009966","2025-05-24T12:58:22","WebSocket","optimizeCampaign","4929","1324","401","Optimizer","db://interactions"
"RPC009967","2025-08-09T15:56:23","WebSocket","recommendAction","903","881","200","Engagement","cache://memory"
"RPC009968","2025-08-19T03:44:54","WebSocket","trackEvent","1306","254","200","Optimizer","cache://memory"
"RPC009969","2025-05-14T05:11:59","HTTP","searchGraph","1047","69","200","Engagement","db://interactions"
"RPC009970","2025-08-21T01:16:04","HTTP","fetchMemory","2318","588","200","LeadTriage","db://leads"
"RPC009971","2025-06-03T15:35:33","WebSocket","fetchMemory","4257","65","500","LeadTriage","analytics://events"
"RPC009972","2025-07-10T15:45:41","HTTP","updateLead","2512","275","200","Engagement","cache://memory"
"RPC009973","2025-06-25T23:27:22","HTTP","optimizeCampaign","1988","1403","400","LeadTriage","cache://memory"
"RPC009974","2025-08-16T11:49:31","HTTP","trackEvent","2330","1068","401","Optimizer","db://leads"
"RPC009975","2025-07-05T15:20:34","WebSocket","consolidateMemory","3342","1367","401","Optimizer","db://leads"
"RPC009976","2025-05-17T12:38:15","WebSocket","recommendAction","4224","1406","400","Engagement","kg://graph"
"RPC009977","2025-06-27T19:20:15","HTTP","searchGraph","2829","205","500","Engagement","db://interactions"
"RPC009978","2025-05-03T22:09:01","HTTP","optimizeCampaign","2399","707","400","LeadTriage","db://interactions"
"RPC009979","2025-06-18T11:50:29","HTTP","consolidateMemory","4243","1485","200","Optimizer","db://interactions"
"RPC009980","2025-06-24T04:49:03","HTTP","fetchMemory","2664","1389","200","LeadTriage","kg://graph"
"RPC009981","2025-07-28T06:51:20","WebSocket","trackEvent","1342","608","401","Engagement","cache://memory"
"RPC009982","2025-06-24T00:06:25","WebSocket","consolidateMemory","1817","184","200","LeadTriage","analytics://events"
"RPC009983","2025-05-15T14:39:52","WebSocket","storeMemory","3863","251","400","Engagement","db://leads"
"RPC009984","2025-06-27T03:56:16","HTTP","updateLead","749","425","500","Optimizer","db://interactions"
"RPC009985","2025-05-27T15:42:49","WebSocket","updateLead","2340","914","200","Engagement","kg://graph"
"RPC009986","2025-05-09T18:15:37","HTTP","storeMemory","4533","1219","403","LeadTriage","cache://memory"
"RPC009987","2025-06-06T08:16:27","HTTP","storeMemory","2282","644","400","Engagement","kg://graph"
"RPC009988","2025-06-08T18:23:53","HTTP","recommendAction","221","1033","200","Optimizer","analytics://events"
"RPC009989","2025-07-04T03:19:32","HTTP","searchGraph","2587","976","403","Optimizer","kg://graph"
"RPC009990","2025-08-11T16:02:58","WebSocket","getLead","2991","732","200","Optimizer","cache://memory"
"RPC009991","2025-08-06T08:15:31","HTTP","updateLead","2703","524","200","Optimizer","db://leads"
"RPC009992","2025-07-07T10:03:10","WebSocket","optimizeCampaign","4694","438","500","LeadTriage","db://interactions"
"RPC009993","2025-07-18T05:12:48","WebSocket","getLead","485","193","200","LeadTriage","cache://memory"
"RPC009994","2025-08-18T09:09:01","HTTP","trackEvent","734","409","403","LeadTriage","db://leads"
"RPC009995","2025-07-31T18:44:12","HTTP","fetchMemory","1579","1177","500","Engagement","db://interactions"
"RPC009996","2025-08-17T20:56:50","WebSocket","storeMemory","3682","77","403","Engagement","db://leads"
"RPC009997","2025-07-06T16:25:13","WebSocket","optimizeCampaign","666","995","200","Engagement","kg://graph"
"RPC009998","2025-05-20T05:17:58","WebSocket","recommendAction","4939","597","401","Engagement","analytics://events"
"RPC009999","2025-07-12T01:43:42","HTTP","recommendAction","635","1280","400","Optimizer","cache://memory"
"RPC010000","2025-08-09T16:00:11","HTTP","consolidateMemory","3291","1064","200","Engagement","analytics://events"
"RPC010001","2025-06-12T14:06:00","WebSocket","searchGraph","2064","907","200","LeadTriage","analytics://events"
"RPC010002","2025-08-24T00:20:36","HTTP","optimizeCampaign","1323","544","200","Engagement","cache://memory"
"RPC010003","2025-07-29T23:31:58","WebSocket","consolidateMemory","798","973","200","Optimizer","kg://graph"
"RPC010004","2025-07-29T15:37:31","HTTP","trackEvent","254","1094","200","LeadTriage","analytics://events"
"RPC010005","2025-05-11T14:16:09","HTTP","trackEvent","1832","334","400","Engagement","db://leads"
"RPC010006","2025-07-20T21:45:56","HTTP","updateLead","3371","1053","500","Optimizer","kg://graph"
"RPC010007","2025-05-02T10:25:16","WebSocket","storeMemory","2314","724","400","LeadTriage","analytics://events"
"RPC010008","2025-08-26T04:20:23","HTTP","storeMemory","913","672","401","Optimizer","kg://graph"
"RPC010009","2025-06-01T02:48:16","HTTP","updateLead","2117","455","500","LeadTriage","kg://graph"
"RPC010010","2025-06-28T06:03:14","HTTP","storeMemory","3983","877","200","Optimizer","kg://graph"
"RPC010011","2025-07-09T11:24:14","HTTP","getLead","588","1241","200","LeadTriage","cache://memory"
"RPC010012","2025-07-13T19:05:09","HTTP","searchGraph","4481","50","200","LeadTriage","db://leads"
"RPC010013","2025-08-27T11:22:41","HTTP","trackEvent","617","1398","401","LeadTriage","kg://graph"
"RPC010014","2025-08-27T09:49:58","HTTP","searchGraph","1177","606","401","LeadTriage","kg://graph"
"RPC010015","2025-07-03T17:58:27","HTTP","getLead","2847","208","401","LeadTriage","db://leads"
"RPC010016","2025-08-18T09:11:07","WebSocket","storeMemory","1696","1118","200","LeadTriage","kg://graph"
"RPC010017","2025-08-20T17:31:10","WebSocket","updateLead","2765","1284","403","Optimizer","db://leads"
"RPC010018","2025-05-23T14:35:54","WebSocket","fetchMemory","3979","271","500","LeadTriage","db://interactions"
"RPC010019","2025-07-08T07:22:37","WebSocket","updateLead","498","46","500","LeadTriage","analytics://events"
"RPC010020","2025-06-01T19:32:15","WebSocket","trackEvent","3269","26","200","Optimizer","analytics://events"
"RPC010021","2025-07-17T11:09:25","WebSocket","storeMemory","610","466","400","LeadTriage","db://leads"
"RPC010022","2025-05-26T01:57:54","WebSocket","getLead","2918","301","200","Engagement","db://leads"
"RPC010023","2025-06-12T04:16:56","WebSocket","optimizeCampaign","2873","1063","403","LeadTriage","db://leads"
"RPC010024","2025-08-25T05:11:19","HTTP","optimizeCampaign","4777","612","200","Optimizer","analytics://events"
"RPC010025","2025-07-03T12:16:00","WebSocket","updateLead","2387","476","200","Optimizer","cache://memory"
"RPC010026","2025-05-10T22:34:26","WebSocket","consolidateMemory","3945","1177","200","Engagement","db://leads"
"RPC010027","2025-08-20T20:31:16","WebSocket","updateLead","3218","446","200","Optimizer","db://interactions"
"RPC010028","2025-06-13T20:04:59","HTTP","searchGraph","4908","1126","401","Optimizer","db://leads"
"RPC010029","2025-05-10T09:17:02","WebSocket","searchGraph","1703","446","200","Engagement","cache://memory"
"RPC010030","2025-05-20T12:13:39","HTTP","optimizeCampaign","3488","684","200","Optimizer","kg://graph"
"RPC010031","2025-08-09T06:56:37","WebSocket","fetchMemory","2822","826","200","Optimizer","kg://graph"
"RPC010032","2025-05-29T22:09:49","WebSocket","updateLead","4892","1359","403","Optimizer","cache://memory"
"RPC010033","2025-08-05T13:30:11","WebSocket","storeMemory","4442","913","400","LeadTriage","analytics://events"
"RPC010034","2025-07-18T10:39:36","HTTP","trackEvent","2668","341","200","Engagement","db://interactions"
"RPC010035","2025-05-06T00:58:43","WebSocket","consolidateMemory","472","404","403","Engagement","db://leads"
"RPC010036","2025-05-24T15:05:02","WebSocket","consolidateMemory","4780","953","403","Engagement","db://interactions"
"RPC010037","2025-08-05T12:48:07","WebSocket","searchGraph","3405","1187","200","LeadTriage","kg://graph"
"RPC010038","2025-05-01T05:52:14","HTTP","recommendAction","4022","140","401","LeadTriage","analytics://events"
"RPC010039","2025-07-28T01:11:07","HTTP","getLead","3820","1211","500","Engagement","db://interactions"
"RPC010040","2025-06-02T12:35:49","WebSocket","consolidateMemory","1805","454","500","Optimizer","kg://graph"
"RPC010041","2025-05-14T16:19:26","WebSocket","consolidateMemory","4482","58","401","Engagement","db://interactions"
"RPC010042","2025-07-23T09:15:49","WebSocket","trackEvent","3316","46","200","Optimizer","analytics://events"
"RPC010043","2025-05-01T11:53:10","HTTP","storeMemory","4066","1187","400","Engagement","db://leads"
"RPC010044","2025-05-10T21:01:20","WebSocket","recommendAction","411","1463","403","Engagement","cache://memory"
"RPC010045","2025-08-22T03:08:24","WebSocket","searchGraph","2050","1283","200","Engagement","cache://memory"
"RPC010046","2025-05-29T10:17:19","HTTP","searchGraph","1606","170","400","Optimizer","cache://memory"
"RPC010047","2025-08-11T00:05:27","HTTP","updateLead","736","356","403","Optimizer","kg://graph"
"RPC010048","2025-08-07T16:08:57","WebSocket","updateLead","1671","497","200","Optimizer","kg://graph"
"RPC010049","2025-07-24T20:26:02","WebSocket","recommendAction","1667","55","401","Engagement","cache://memory"
"RPC010050","2025-07-15T00:45:48","HTTP","fetchMemory","4517","1438","200","Optimizer","analytics://events"
"RPC010051","2025-06-24T11:02:07","WebSocket","fetchMemory","3022","1021","403","LeadTriage","kg://graph"
"RPC010052","2025-05-05T16:20:04","HTTP","searchGraph","241","467","200","LeadTriage","analytics://events"
"RPC010053","2025-08-05T15:17:31","WebSocket","trackEvent","3001","1208","200","LeadTriage","analytics://events"
"RPC010054","2025-08-10T23:26:02","HTTP","searchGraph","3429","1198","401","LeadTriage","db://interactions"
"RPC010055","2025-07-01T22:35:42","HTTP","consolidateMemory","2238","929","200","Optimizer","kg://graph"
"RPC010056","2025-08-15T21:31:24","HTTP","recommendAction","575","204","200","LeadTriage","db://interactions"
"RPC010057","2025-06-04T08:10:13","HTTP","optimizeCampaign","1102","406","500","LeadTriage","db://interactions"
"RPC010058","2025-08-28T18:18:52","WebSocket","trackEvent","3231","880","200","LeadTriage","analytics://events"
"RPC010059","2025-05-17T06:36:56","HTTP","fetchMemory","607","245","200","Engagement","analytics://events"
