"action_id","timestamp","conversation_id","lead_id","action_type","source_agent","source_agent_type","dest_agent_type","handoff_context_json","escalation_reason"
"ACT0005772","2025-07-20T05:13:28","C0002302","L0002303","update_segment","EN-014","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","complaint"
"ACT0005773","2025-08-21T10:40:14","C0002302","L0002303","resume_campaign","OP-006","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","complaint"
"ACT0005774","2025-06-17T13:42:53","C0001886","L0001886","triage","OP-003","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","complex_request"
"ACT0005775","2025-06-26T23:03:14","C0001886","L0001886","pause_campaign","LT-001","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","complaint"
"ACT0005776","2025-07-24T04:32:10","C0001643","L0001643","escalate","LT-004","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","none"
"ACT0005777","2025-07-22T15:38:53","C0001643","L0001643","optimize","OP-005","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","high_value"
"ACT0005778","2025-07-23T06:01:23","C0001643","L0001643","escalate","OP-007","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","high_value"
"ACT0005779","2025-08-27T02:11:26","C0003506","L0003507","triage","EN-016","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","complaint"
"ACT0005780","2025-08-26T12:44:19","C0003506","L0003507","optimize","OP-002","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","none"
"ACT0005781","2025-08-22T21:44:25","C0003506","L0003507","optimize","LT-004","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","high_value"
"ACT0005782","2025-08-23T19:58:50","C0003506","L0003507","update_template","EN-003","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","legal"
"ACT0005783","2025-07-05T11:41:53","C0004809","L0004810","consolidate_memory","EN-016","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","complex_request"
"ACT0005784","2025-06-14T23:26:34","C0004809","L0004810","escalate","OP-002","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","complaint"
"ACT0005785","2025-07-25T14:19:31","C0002098","L0002098","optimize","EN-011","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","none"
"ACT0005786","2025-07-10T05:10:17","C0002098","L0002098","outreach","EN-002","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","high_value"
"ACT0005787","2025-06-24T11:17:27","C0002098","L0002098","escalate","OP-005","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","none"
"ACT0005788","2025-07-17T07:38:19","C0002098","L0002098","pause_campaign","EN-001","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","complex_request"
"ACT0005789","2025-05-27T16:55:55","C0004357","L0004358","triage","EN-006","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","high_value"
"ACT0005790","2025-06-20T00:30:49","C0004357","L0004358","update_segment","EN-012","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","none"
"ACT0005791","2025-08-22T17:27:06","C0003559","L0003560","escalate","EN-019","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","none"
"ACT0005792","2025-08-21T16:36:09","C0003559","L0003560","escalate","EN-015","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","legal"
"ACT0005793","2025-08-28T21:38:42","C0003559","L0003560","update_segment","OP-003","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","legal"
"ACT0005794","2025-08-19T17:31:07","C0003559","L0003560","handoff","LT-005","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","legal"
"ACT0005795","2025-08-15T19:05:54","C0004752","L0004753","triage","OP-002","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","high_value"
"ACT0005796","2025-06-12T12:41:21","C0004967","L0004968","consolidate_memory","EN-011","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","none"
"ACT0005797","2025-07-21T22:41:14","C0004967","L0004968","update_segment","EN-016","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","high_value"
"ACT0005798","2025-08-23T11:08:18","C0000837","L0000837","consolidate_memory","OP-001","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","high_value"
"ACT0005799","2025-08-25T15:36:50","C0000837","L0000837","update_template","OP-004","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","complex_request"
"ACT0005800","2025-08-20T13:34:49","C0000602","L0000602","handoff","OP-003","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","none"
"ACT0005801","2025-08-28T18:47:06","C0000602","L0000602","optimize","OP-006","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","none"
"ACT0005802","2025-08-19T13:12:09","C0000602","L0000602","handoff","EN-014","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","legal"
"ACT0005803","2025-08-16T11:06:02","C0000602","L0000602","update_template","EN-009","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","high_value"
"ACT0005804","2025-07-23T03:34:10","C0002185","L0002186","pause_campaign","LT-002","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.93}","complex_request"
"ACT0005805","2025-08-10T12:29:30","C0003861","L0003862","pause_campaign","EN-001","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","legal"
"ACT0005806","2025-08-17T10:32:29","C0003861","L0003862","update_segment","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","complaint"
"ACT0005807","2025-08-28T14:40:04","C0003332","L0003333","handoff","LT-004","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","complex_request"
"ACT0005808","2025-08-21T10:50:21","C0003332","L0003333","escalate","EN-007","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","complaint"
"ACT0005809","2025-08-03T17:43:35","C0003332","L0003333","escalate","LT-005","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","legal"
"ACT0005810","2025-06-17T04:51:19","C0004307","L0004308","update_segment","LT-003","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","none"
"ACT0005811","2025-06-23T07:53:52","C0004307","L0004308","triage","LT-010","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","legal"
"ACT0005812","2025-07-31T13:40:19","C0004307","L0004308","outreach","OP-003","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","legal"
"ACT0005813","2025-07-24T20:09:07","C0001583","L0001583","consolidate_memory","EN-012","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","high_value"
"ACT0005814","2025-08-12T08:39:06","C0001583","L0001583","handoff","LT-001","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","complaint"
"ACT0005815","2025-08-17T15:20:23","C0001583","L0001583","optimize","EN-017","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","high_value"
"ACT0005816","2025-08-04T03:58:21","C0001583","L0001583","escalate","LT-007","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","high_value"
"ACT0005817","2025-07-04T16:23:50","C0004266","L0004267","handoff","OP-003","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","complex_request"
"ACT0005818","2025-07-18T03:57:42","C0004266","L0004267","handoff","LT-010","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","legal"
"ACT0005819","2025-08-04T22:36:39","C0004266","L0004267","escalate","EN-015","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","complaint"
"ACT0005820","2025-08-27T18:35:31","C0002672","L0002673","consolidate_memory","EN-004","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","complaint"
"ACT0005821","2025-08-16T01:47:46","C0002672","L0002673","update_segment","OP-005","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","complaint"
"ACT0005822","2025-08-16T17:46:58","C0002722","L0002723","handoff","EN-012","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","none"
"ACT0005823","2025-08-05T15:53:18","C0002722","L0002723","triage","EN-001","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","complaint"
"ACT0005824","2025-08-26T15:52:56","C0001071","L0001071","resume_campaign","OP-003","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","high_value"
"ACT0005825","2025-08-09T16:26:05","C0001071","L0001071","resume_campaign","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","none"
"ACT0005826","2025-08-14T07:13:51","C0001071","L0001071","update_template","EN-002","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","legal"
"ACT0005827","2025-05-17T12:59:43","C0001776","L0001776","handoff","LT-008","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","legal"
"ACT0005828","2025-07-08T00:07:49","C0001776","L0001776","consolidate_memory","OP-006","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","high_value"
"ACT0005829","2025-08-08T09:23:48","C0004808","L0004809","consolidate_memory","LT-001","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","none"
"ACT0005830","2025-07-07T13:57:38","C0001284","L0001284","escalate","OP-001","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","complex_request"
"ACT0005831","2025-07-31T13:10:14","C0001284","L0001284","optimize","LT-001","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","complex_request"
"ACT0005832","2025-07-02T15:26:25","C0001284","L0001284","handoff","EN-001","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","complex_request"
"ACT0005833","2025-07-27T13:50:47","C0001284","L0001284","update_segment","LT-009","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","complaint"
"ACT0005834","2025-05-20T02:28:40","C0003047","L0003048","optimize","LT-001","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","complaint"
"ACT0005835","2025-06-09T19:57:36","C0003047","L0003048","update_template","OP-003","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","high_value"
"ACT0005836","2025-08-23T18:09:55","C0003047","L0003048","optimize","EN-004","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","legal"
"ACT0005837","2025-08-02T03:04:19","C0003047","L0003048","triage","EN-009","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","none"
"ACT0005838","2025-06-11T20:08:00","C0004753","L0004754","escalate","EN-014","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","none"
"ACT0005839","2025-08-21T16:17:54","C0001837","L0001837","pause_campaign","LT-009","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","complex_request"
"ACT0005840","2025-08-15T05:32:56","C0001837","L0001837","optimize","OP-003","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","complaint"
"ACT0005841","2025-08-15T08:39:28","C0001837","L0001837","optimize","OP-004","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","complex_request"
"ACT0005842","2025-08-22T09:34:34","C0001837","L0001837","consolidate_memory","OP-003","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","legal"
"ACT0005843","2025-06-18T16:10:30","C0004242","L0004243","outreach","LT-008","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","none"
"ACT0005844","2025-08-08T08:25:54","C0001020","L0001020","outreach","OP-004","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.93}","none"
"ACT0005845","2025-08-28T10:27:03","C0003365","L0003366","outreach","OP-005","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","none"
"ACT0005846","2025-08-27T07:45:19","C0003365","L0003366","outreach","LT-006","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","legal"
"ACT0005847","2025-08-13T09:55:42","C0001327","L0001327","triage","OP-005","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","high_value"
"ACT0005848","2025-06-13T00:52:03","C0001327","L0001327","handoff","OP-002","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","complaint"
"ACT0005849","2025-08-16T14:08:48","C0000476","L0000476","update_segment","LT-001","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","high_value"
"ACT0005850","2025-08-20T00:55:03","C0000476","L0000476","triage","EN-011","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","legal"
"ACT0005851","2025-07-29T02:49:03","C0004721","L0004722","triage","LT-004","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","complaint"
"ACT0005852","2025-08-03T15:28:35","C0004721","L0004722","optimize","EN-020","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","none"
"ACT0005853","2025-08-08T10:59:28","C0004721","L0004722","update_segment","OP-004","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","complaint"
"ACT0005854","2025-06-03T09:26:04","C0004721","L0004722","optimize","OP-002","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","complex_request"
"ACT0005855","2025-08-14T12:45:22","C0001652","L0001652","outreach","LT-010","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","none"
"ACT0005856","2025-08-14T22:57:03","C0001652","L0001652","escalate","OP-002","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","complex_request"
"ACT0005857","2025-07-30T00:58:24","C0001652","L0001652","escalate","EN-017","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","complaint"
"ACT0005858","2025-06-07T03:42:51","C0004922","L0004923","pause_campaign","LT-003","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","high_value"
"ACT0005859","2025-06-02T02:42:10","C0004922","L0004923","escalate","EN-020","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","high_value"
"ACT0005860","2025-08-20T19:01:59","C0004922","L0004923","triage","EN-019","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","high_value"
"ACT0005861","2025-06-04T14:34:09","C0004922","L0004923","pause_campaign","EN-011","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","complaint"
"ACT0005862","2025-07-05T11:24:54","C0004285","L0004286","update_segment","EN-011","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","none"
"ACT0005863","2025-07-08T02:55:27","C0004285","L0004286","escalate","LT-005","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","none"
"ACT0005864","2025-08-16T10:06:25","C0003729","L0003730","resume_campaign","LT-008","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","none"
"ACT0005865","2025-05-12T23:57:17","C0004885","L0004886","resume_campaign","OP-003","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","legal"
"ACT0005866","2025-07-05T16:22:23","C0004885","L0004886","optimize","OP-007","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","complex_request"
"ACT0005867","2025-06-12T16:28:28","C0004885","L0004886","update_segment","OP-005","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","none"
"ACT0005868","2025-07-22T15:35:24","C0003362","L0003363","handoff","OP-003","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","high_value"
"ACT0005869","2025-08-27T16:00:08","C0003362","L0003363","update_segment","EN-015","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","high_value"
"ACT0005870","2025-08-24T23:37:12","C0001374","L0001374","outreach","LT-008","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.93}","complaint"
"ACT0005871","2025-08-16T19:43:21","C0001374","L0001374","escalate","LT-004","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","complex_request"
"ACT0005872","2025-08-15T01:06:28","C0001374","L0001374","pause_campaign","LT-002","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","complaint"
"ACT0005873","2025-08-21T09:14:46","C0000740","L0000740","triage","OP-007","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","high_value"
"ACT0005874","2025-08-28T22:58:15","C0000740","L0000740","escalate","EN-014","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","complaint"
"ACT0005875","2025-07-05T20:14:59","C0003615","L0003616","update_template","EN-018","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","complaint"
"ACT0005876","2025-08-05T00:25:57","C0002437","L0002438","escalate","EN-007","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","none"
"ACT0005877","2025-07-20T23:29:51","C0000868","L0000868","optimize","OP-004","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","none"
"ACT0005878","2025-07-30T01:59:11","C0000868","L0000868","update_segment","EN-011","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","none"
"ACT0005879","2025-08-22T18:47:33","C0000868","L0000868","resume_campaign","LT-010","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","high_value"
"ACT0005880","2025-07-02T03:01:57","C0001141","L0001141","outreach","LT-007","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","none"
"ACT0005881","2025-07-17T09:04:22","C0000998","L0000998","update_template","OP-002","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","none"
"ACT0005882","2025-08-04T13:34:17","C0001338","L0001338","handoff","OP-001","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","legal"
"ACT0005883","2025-08-05T22:39:33","C0001338","L0001338","update_template","EN-002","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","none"
"ACT0005884","2025-08-08T14:32:55","C0001338","L0001338","resume_campaign","EN-018","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","legal"
"ACT0005885","2025-08-16T01:30:49","C0001338","L0001338","consolidate_memory","OP-001","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","complex_request"
"ACT0005886","2025-08-17T19:15:11","C0000542","L0000542","handoff","LT-006","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","complex_request"
"ACT0005887","2025-06-29T12:22:14","C0000542","L0000542","handoff","EN-012","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","high_value"
"ACT0005888","2025-07-05T20:26:40","C0000542","L0000542","handoff","OP-002","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","complex_request"
"ACT0005889","2025-08-07T22:42:09","C0000542","L0000542","optimize","EN-009","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.93}","complex_request"
"ACT0005890","2025-08-20T21:51:42","C0001100","L0001100","pause_campaign","OP-002","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","high_value"
"ACT0005891","2025-08-26T21:20:04","C0001100","L0001100","pause_campaign","OP-001","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","legal"
"ACT0005892","2025-08-27T13:32:20","C0001100","L0001100","triage","OP-001","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","complex_request"
"ACT0005893","2025-08-24T00:01:48","C0001133","L0001133","handoff","LT-003","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","legal"
"ACT0005894","2025-08-23T18:09:53","C0001133","L0001133","update_template","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","none"
"ACT0005895","2025-08-25T09:23:30","C0001133","L0001133","escalate","LT-009","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","legal"
"ACT0005896","2025-08-10T12:08:09","C0004060","L0004061","escalate","LT-002","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","none"
"ACT0005897","2025-08-28T18:20:16","C0002844","L0002845","escalate","LT-010","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","complex_request"
"ACT0005898","2025-07-21T17:46:47","C0002844","L0002845","pause_campaign","OP-004","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","complaint"
"ACT0005899","2025-08-14T21:59:29","C0002844","L0002845","resume_campaign","OP-002","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","legal"
"ACT0005900","2025-08-18T22:00:05","C0002844","L0002845","resume_campaign","LT-003","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","complex_request"
"ACT0005901","2025-05-28T07:29:53","C0002259","L0002260","handoff","LT-008","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","complaint"
"ACT0005902","2025-05-30T18:52:07","C0002259","L0002260","optimize","OP-001","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","legal"
"ACT0005903","2025-08-12T08:37:28","C0003983","L0003984","update_template","EN-013","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","high_value"
"ACT0005904","2025-08-16T02:57:07","C0003983","L0003984","triage","LT-003","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","legal"
"ACT0005905","2025-07-28T18:55:14","C0000060","L0000060","triage","OP-006","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","high_value"
"ACT0005906","2025-08-03T20:45:55","C0000060","L0000060","escalate","OP-003","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","complex_request"
"ACT0005907","2025-07-11T18:25:57","C0000060","L0000060","outreach","OP-004","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","complex_request"
"ACT0005908","2025-06-18T07:17:31","C0000060","L0000060","escalate","OP-005","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","legal"
"ACT0005909","2025-08-07T03:18:13","C0002880","L0002881","outreach","OP-001","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","none"
"ACT0005910","2025-08-11T03:42:45","C0002880","L0002881","pause_campaign","LT-007","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","high_value"
"ACT0005911","2025-07-29T19:06:04","C0001939","L0001939","consolidate_memory","LT-004","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","complex_request"
"ACT0005912","2025-08-03T19:24:37","C0001939","L0001939","resume_campaign","EN-009","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","complaint"
"ACT0005913","2025-08-06T05:05:29","C0001939","L0001939","handoff","EN-006","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","legal"
"ACT0005914","2025-08-16T13:28:48","C0001939","L0001939","consolidate_memory","LT-008","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","none"
"ACT0005915","2025-08-09T00:27:34","C0002573","L0002574","resume_campaign","OP-001","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","complaint"
"ACT0005916","2025-08-15T04:17:22","C0002573","L0002574","pause_campaign","EN-009","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","complaint"
"ACT0005917","2025-06-16T17:26:41","C0004936","L0004937","resume_campaign","EN-002","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","complaint"
"ACT0005918","2025-07-20T10:50:55","C0004936","L0004937","handoff","LT-007","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","complaint"
"ACT0005919","2025-06-28T10:59:58","C0004936","L0004937","consolidate_memory","EN-004","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","complex_request"
"ACT0005920","2025-07-24T19:15:32","C0001079","L0001079","outreach","OP-004","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","legal"
"ACT0005921","2025-08-12T14:16:48","C0001079","L0001079","escalate","EN-001","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","high_value"
"ACT0005922","2025-07-19T06:00:08","C0001079","L0001079","handoff","EN-010","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","complex_request"
"ACT0005923","2025-08-24T00:19:53","C0002946","L0002947","pause_campaign","EN-001","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","complaint"
"ACT0005924","2025-08-21T17:12:57","C0003124","L0003125","consolidate_memory","OP-007","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","complaint"
"ACT0005925","2025-07-26T02:50:52","C0002485","L0002486","update_segment","EN-007","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","legal"
"ACT0005926","2025-07-29T07:27:26","C0002485","L0002486","resume_campaign","EN-007","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","legal"
"ACT0005927","2025-08-08T00:22:21","C0002485","L0002486","handoff","OP-007","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","none"
"ACT0005928","2025-07-28T16:54:08","C0000941","L0000941","triage","LT-010","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","legal"
"ACT0005929","2025-08-17T00:30:22","C0000941","L0000941","triage","EN-009","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","complex_request"
"ACT0005930","2025-08-21T13:56:47","C0000941","L0000941","pause_campaign","LT-008","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","high_value"
"ACT0005931","2025-08-09T01:51:59","C0000941","L0000941","resume_campaign","OP-001","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","none"
